OBJECTID	LONGITUDE	LATITUDE	FACNAME	ADDRESS_1	ADDRESS_2	CITY	STATE	ZIP	AREACODE	PHONE	FIPS	COUNTY	TYPE	METHOD
4781	-80.46057365025067	25.44828546834151	Homestead Senior High School	2351 Southeast 12th Avenue		Homestead	FL	33034			12086	Miami-Dade	School	ArcGIS
4782	-80.48902907400947	25.449589107249917	Mt Calvary Community Church	756 Northwest 2nd Street		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4783	-80.48124183919403	25.44993000971885	Le Jardin Community Center	320 Northwest 2nd Street		Florida City	FL	33034			12086	Miami-Dade	School	ArcGIS
4784	-80.43496910694287	25.451259068032563	Keys Gate Charter School	2000 Southeast 28th Avenue		Homestead	FL	33035			12086	Miami-Dade	School	ArcGIS
4785	-80.4772491096421	25.451319980459353	Full Contact Fitness	300-398 Southwest 177th Avenue		Florida City	FL	33034			12086	Miami-Dade	School	ArcGIS
4786	-80.4772491096421	25.451359992486225	New Life Chnstian Fellowship Of Miami	300-398 Southwest 177th Avenue		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4787	-80.48537908277241	25.4523263535446	Florida City Elementary School	344 Northwest 6th Avenue		Florida City	FL	33034			12086	Miami-Dade	School	ArcGIS
4788	-80.4893300115245	25.452673657937833	New Mt Zion Baptist Church	461-499 Northwest 8th Avenue		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4789	-80.47716273073704	25.452961838677247	Salvation Army	453 Krome Avenue		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4790	-80.48528634901602	25.453120003865813	Public Works/Water & Sewer Operation	461 Northwest 6th Avenue		Florida City	FL	33034			12086	Miami-Dade	Government Office	ArcGIS
4791	-80.48476727534508	25.455196345622547	Precious Moments Learning Center I	580 West Davis Parkway		Florida City	FL	33034			12086	Miami-Dade	School	ArcGIS
4792	-80.46060909619918	25.455959069000638	Doctor Johnny Pastor	1541 Southwest 167th Avenue		Homestead	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4793	-80.46060909619918	25.455959069000638	Decroly Learning Child Care Center	1541 Southwest 167th Avenue		Homestead	FL	33034			12086	Miami-Dade	School	ArcGIS
4794	-80.46060909619918	25.455959069000638	Ema Academy	1541 Southwest 167th Avenue		Homestead	FL	33034			12086	Miami-Dade	School	ArcGIS
4795	-80.47729001605545	25.457243643355064	Pioneer Museum	1144-1160 Southwest 177th Avenue		Florida City	FL	33034			12086	Miami-Dade	Museum	ArcGIS
4796	-80.49343002038141	25.458025431287137	Aim High Learning Center	1000-1098 Northwest 187th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4797	-80.48103452982186	25.458280001923978	Faith Team Ministries	1073-1137 South Flagler Avenue		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4798	-80.48103909590023	25.45829911355093	Food Of Life Outreach Ministries	1073-1137 Northwest 3rd Avenue		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4799	-80.48530724941594	25.458349999434514	Covenant Baptist Church	1055 Northwest 6th Avenue		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4800	-80.49138907750022	25.459081795869487	Greater Love Daycare	1214 Northwest 9th Avenue		Homestead	FL	33034			12086	Miami-Dade	School	ArcGIS
4801	-80.49139453796506	25.45973361532369	Saint Matthews Holiness Church	1238 Northwest 9th Avenue		Florida City	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4802	-80.45114818183625	25.45986090064211	Villages Of Homestead	1996 South Canal Drive		Homestead	FL	33035			12086	Miami-Dade	Government Office	ArcGIS
4803	-80.47731727130669	25.460433637502028	Discovery Montessori Academy	1202 Southwest 177th Avenue		Florida City	FL	33034			12086	Miami-Dade	School	ArcGIS
4804	-80.4935409243053	25.46100726874843	Bethel Sda Church	""		Florida City	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4805	-80.47732456761747	25.46109454203998	Department Of Motor Vehicles	1426-1446 Southwest 177th Avenue		Florida City	FL	33034			12086	Miami-Dade	Government Office	ArcGIS
4806	-80.47732456761747	25.46109454203998	State Of Florida	1426-1446 Southwest 177th Avenue		Florida City	FL	33034			12086	Miami-Dade	Government Office	ArcGIS
4807	-80.4935409243053	25.461280903939247	Bethel Sda Church	1401-1499 Northwest 187th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4808	-80.47732819223639	25.461331836895805	Alvan Rios Enterprises	1426-1446 Southwest 177th Avenue		Florida City	FL	33034			12086	Miami-Dade	School	ArcGIS
4809	-80.4854182004128	25.462333643902692	Miami Dade County District 9	1634 Northwest 6th Avenue		Florida City	FL	33034			12086	Miami-Dade	Government Office	ArcGIS
4810	-80.47366365545074	25.46241818696182	God Chasers Ministry	100-298 Southwest 328th Street		Homestead	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4811	-80.47366365545074	25.46241818696182	Alpha & Omega Wrestling Club-Usa Wrestling	100-298 Southwest 328th Street		Homestead	FL	33034			12086	Miami-Dade	School	ArcGIS
4812	-80.48349729361222	25.462421811580725	Saunders Laura C Elementary School	400-498 Southwest 8th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4813	-80.4829563780819	25.462422705967207	Our Little Hands Of Love	300-398 Southwest 8th Street		Homestead	FL	33034			12086	Miami-Dade	School	ArcGIS
4814	-80.47985817623187	25.46252636065329	Le Jardin Head Start	165-299 Southwest 8th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4815	-80.47934818764469	25.46308092734571	Le Jardin Community Center	700-798 Southwest 1st Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4816	-80.33822454497594	25.463240928380216	U S Goverment Gary B	9710 Southwest 328th Street		Homestead	FL	33033			12086	Miami-Dade	Government Office	ArcGIS
4817	-80.33791362799067	25.46324365861264	Miami-Dade County	9710 Southwest 328th Street		Homestead	FL	33033			12086	Miami-Dade	Government Office	ArcGIS
4818	-80.49811180410902	25.463881826904736	West Homestead Elementary School	1614 Southwest 6th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4819	-80.48534274243741	25.46413362023618	Universal Church	605 Southwest 6th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4820	-80.48443729380583	25.46414002216048	Shiloh Baptist Church	600-606 Southwest 5th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4821	-80.48920635082499	25.46428001718155	William Chapel Freewill Baptist Church	891 Southwest 6th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4822	-80.48954089844258	25.464598183404632	Greater New Mt Zion Ame-Parson	540 Southwest 10th Avenue		Homestead	FL	33034			12086	Miami-Dade	Place of Worship	ArcGIS
4823	-80.48535361629413	25.464797255006552	Church Of God Of Prophecy	527-537 Southwest 6th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4824	-80.48819908335325	25.46514272355385	Church Of Christ Written In Heaven Of Homestead	830 Southwest 5th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4825	-80.49293726050226	25.466026377399036	Open House Ministries	1350 Southwest 4th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4826	-80.4885354668168	25.46605363265028	Greater New Mt Zion Ame Church	830-866 Southwest 4th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4827	-80.48463363517533	25.466071802817776	Trinity Faith Tabernacle	512 Southwest 4th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4828	-80.48463363517533	25.466071802817776	Lsm Child Care Center	512 Southwest 4th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4829	-80.4826617954182	25.466090020058246	Jesus Island The Way Church & Ministry For All People	312 Southwest 4th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4830	-80.48661907902161	25.466153615644483	Miami Dade County Adult Day Care Centers	653 Southwest 4th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4831	-80.48346636666909	25.466689070709954	Greater Miami Youth For Christ	316 Southwest 4th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4832	-80.48346636666909	25.466689070709954	St Paul Baptist Church	316 Southwest 4th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4833	-80.47737272326864	25.46711818792989	My Little Angel Daycare Center	242-298 Highway 997		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4834	-80.47470726325746	25.46725907733745	Sacred Heart Church	300 Southeast 1st Drive		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4835	-80.47502453509405	25.467507293122964	Somerset Academy Of South Homestead	300 Southeast 1st Drive		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4836	-80.47405817403568	25.467599085419902	American Jujitsu Center	40-98 Southeast 4th Road		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4837	-80.47600454731455	25.46761090073607	Sacred Heart Church	201-299 Southeast 2nd Road		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4838	-80.4765263512179	25.46825909557137	Jackson Training Center	200-298 Southeast 1st Road		Homestead	FL	33030			12086	Miami-Dade	College / University	ArcGIS
4839	-80.47406179865459	25.468297271752302	Su's Creative Corner Pre School	200-298 East Mowry Drive		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4840	-80.45171818846374	25.468309981454954	Gate Way Church Of Christ	Southwest 320th Street		Homestead	FL	33033			12086	Miami-Dade	Place of Worship	ArcGIS
4841	-80.47508907213975	25.468689107177795	Sacred Heart Outreach Center	20 Southeast 2nd Road		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4842	-80.493534522381	25.468885448547294	Full Deliverance Baptist Church	32001-32399 Southwest 187th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4843	-80.493534522381	25.468885448547294	The Miami Community Charter School	32001-32399 Southwest 187th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4844	-80.47739362366856	25.469393648361518	City Of Homestead Code Enforcement	28 Krome Avenue		Homestead	FL	33030			12086	Miami-Dade	Government Office	ArcGIS
4845	-80.47520364775552	25.46949000673682	Apostolic Worship Center	5 Northeast 1st Road		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4846	-80.48183001598902	25.469840888675982	Kings Way Community Church	237-299 Southwest 320th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4847	-80.48084181307127	25.469850915219187	Le Jardin Community Center	169-177 West Mowry Drive		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4848	-80.47238454156115	25.47006636821564	Naranja Prep Academy	300-310 Northeast 2nd Drive		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4849	-80.47245726930412	25.47024275064468	Greater New Covenant Baptist Church	299 Northeast 2nd Drive		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4850	-80.47727909512577	25.471053629673936	Dade Medical College	100-162 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	College / University	ArcGIS
4851	-80.47728182535819	25.471263622205544	Prevecare Medical Services	123 Krome Avenue		Homestead	FL	33031			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4852	-80.47728182535819	25.471263622205544	Iglesia Apostolica Del Nobre De Jesus	123 Krome Avenue		Homestead	FL	33031			12086	Miami-Dade	Place of Worship	ArcGIS
4853	-80.47728728582302	25.471527277926135	Ministerio Internacional Torre Fuerte Casa De Restauracion	164-198 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4854	-80.47316910679862	25.47157180895839	Unbreakable Chains Of Faith Ministries Of Jesus Christ	229 Northeast 1st Road		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4855	-80.47633363446731	25.472020932191768	Casa De Refugio Iglesia	220 Washington Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4856	-80.47745364170886	25.47203180604848	Dade Medical College Homestead	241-299 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	College / University	ArcGIS
4857	-80.4774554775548	25.47216092721284	Le Jardin Community Center	241-299 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4858	-80.47350092418381	25.472297250542034	Nord-Ouest Security School And Training	241 North Flagler Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4859	-80.47745726632776	25.47235453834992	Artsouth	241-299 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	Museum	ArcGIS
4860	-80.47745726632776	25.47235453834992	Atala Montessori School	241-299 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4861	-80.48113272404309	25.472506348687162	Homestead Christian Center Min	160 Northwest 3rd Court		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4862	-80.47729637090677	25.47277635925908	School Of Clinical Research	301 Krome Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4863	-80.47730183137162	25.47332635987314	Dade Medical College	360-398 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	College / University	ArcGIS
4864	-80.4804272884729	25.473507261307567	The Thinking Child Academy	198 Northwest 4th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4865	-80.47731002206889	25.473879985106105	Worker's Medical Center	""		Homestead	FL	33030			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4866	-80.45073365723786	25.474187277472467	Usa Homeschooling	1920 Northeast 4th Court		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4867	-80.45264001848986	25.474195468169732	Jehovah's Witnesses	501 Southwest 162nd Avenue		Homestead	FL	33033			12086	Miami-Dade	Place of Worship	ArcGIS
4868	-80.48048820089967	25.474419111863455	Miami Dade County Public Schools Cooper Neva King Education	151 Northwest 5th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4869	-80.47635999533206	25.474429985720167	The Little School 4 Little People	450 Washington Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4870	-80.48154635425499	25.474507279541484	Homestead Middle School	500-598 Northwest 2nd Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4871	-80.47748819327089	25.47458909236819	Lincoln Marti Schools	501-599 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4872	-80.47748998204385	25.4747772901134	Lincoln-Marti Schools	501-599 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4873	-80.46651637770036	25.475106377266165	Homestead Branch Library	700-762 South Dixie Highway		Homestead	FL	33030			12086	Miami-Dade	Library	ArcGIS
4874	-80.47713001502095	25.475278193616845	Tiny Tykes Preschool	2-48 Northeast 6th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4875	-80.47638089573198	25.47573273024209	Ebenezer Church	632 Washington Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4876	-80.47638089573198	25.47573273024209	Fresh Start Family Services	632 Washington Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4877	-80.47750090297355	25.475919986527842	First United Methodist Church	601-699 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4878	-80.47732725077692	25.475979110181665	Family Behavior Services	600-698 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	Government Office	ArcGIS
4879	-80.48967274983937	25.476009095665333	Little Kingdom Child Care	700 Northwest 10th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4880	-80.46966635982045	25.47621183895913	City Of Homestead Energy Services	601-699 North Flagler Avenue		Homestead	FL	33030			12086	Miami-Dade	Government Office	ArcGIS
4881	-80.44666909432947	25.47630090102365	Beauty Schools Of America	650 Northeast 22nd Terrace		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4882	-80.45279728929195	25.476401825477307	World Wide Missionary Movement	690-738 Southwest 162nd Avenue		Homestead	FL	33033			12086	Miami-Dade	Place of Worship	ArcGIS
4883	-80.46547634743958	25.476684545751873	City Of Homestead	796-798 North Homestead Boulevard		Homestead	FL	33030			12086	Miami-Dade	Government Office	ArcGIS
4884	-80.46806361924295	25.477120912209624	City Of Homestead	771-799 Northeast 1st Road		Homestead	FL	33030			12086	Miami-Dade	Government Office	ArcGIS
4885	-80.47532820284151	25.47724000683078	Miami Dade County Public Schools South Dade Adult Education Center	109 Northeast 8th Street		Homestead	FL	33030			12086	Miami-Dade	College / University	ArcGIS
4886	-80.47362816242925	25.477250927760466	Homestead Jewish Center	127-199 Southwest 312th Street		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4887	-80.45627725295128	25.477257282611795	Interamerican Medical Center Group	1500-1548 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4888	-80.47271908917877	25.477258176998276	Metro Traffic School Of Homestead	227-299 Campbell Drive		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4889	-80.47248725478778	25.477260907230697	Homestead Immigration	255 Northeast 8th Street		Homestead	FL	33030			12086	Miami-Dade	Government Office	ArcGIS
4890	-80.47127818548171	25.47726820354148	Arrazola Medical Center	301-399 Southwest 312th Street		Homestead	FL	33030			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4891	-80.44736365604297	25.477338201052017	Prophetic Revival Center	2046-2130 Campbell Drive		Homestead	FL	33033			12086	Miami-Dade	Place of Worship	ArcGIS
4892	-80.45855906823424	25.47740998733552	Eighth Street Day Care	1401-1499 Campbell Drive		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4893	-80.45201088820853	25.477468169529885	Campbell Urgent Care	1801 Northeast 8th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4894	-80.44818818623433	25.477507287170273	State Of Florida	2091-2131 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Government Office	ArcGIS
4895	-80.40924546901392	25.477678162061494	Homestead Hospital	31200-31230 Southwest 134th Avenue		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4896	-80.46475001146945	25.477679997907433	Caremax Medical Center	801 North Homestead Boulevard		Homestead	FL	33030			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4897	-80.40881183278859	25.477770001431406	South Dade After School	22201-25323 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4898	-80.40881183278859	25.477770001431406	South Dade Camp Day Care Center	22201-25323 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4899	-80.4608581592982	25.477897286749826	Abby Child Care Center	905 Northeast 12th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4900	-80.47395000034422	25.47816273124338	Little Red School House	159 Northeast 9th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4901	-80.47735365871466	25.47833727782648	Homestead Family Medical Center	858 Krome Avenue		Homestead	FL	33030			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4902	-80.42826728073399	25.478649983584717	Olympia	975 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4903	-80.42826728073399	25.478649983584717	Baptist Health	975 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4904	-80.42827363558531	25.479129092301758	Homestead Hospital	975 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4905	-80.42827363558531	25.479129092301758	Homestead Hospital All Departments Not Listed Below	975 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4906	-80.42827363558531	25.479129092301758	Homestead Hospital	975 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4907	-80.42827363558531	25.479129092301758	Baptist Health Physician Referral Service	975 Southwest 312th Street		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4908	-80.47749727835463	25.47956635314599	Va Primary Care Clinic	967 Krome Avenue		Homestead	FL	33031			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4909	-80.4672099979544	25.479640916734887	Cabrera Marilyn Rev	978-1098 West Dixie Highway		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4910	-80.48026728743838	25.479921801163517	Lincoln-Marti Schools	137 Northwest 10th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4911	-80.47436819663446	25.479960918803904	St John's Episcopal School	101-199 Northeast 10th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4912	-80.42993361689773	25.480147280703175	Homestead Hospital	975 Baptist Way		Homestead	FL	33033			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4913	-80.47750179736002	25.480211817748867	Little Kingdom Child Care Ii	1000-1020 Krome Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4914	-80.47740638044418	25.480369088550955	Jomiba	1005 Krome Avenue		Homestead	FL	33031			12086	Miami-Dade	School	ArcGIS
4915	-80.49368091932637	25.480465446926253	Zion National Church Of God	1055 Northwest 14th Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4916	-80.46708454848192	25.480963620197272	Life Pointe Church	Southwest 170th Avenue		Homestead	FL	33033			12086	Miami-Dade	Place of Worship	ArcGIS
4917	-80.46708454848192	25.480963620197272	Pathway Christian School	Southwest 170th Avenue		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4918	-80.46468363857781	25.4809981717593	Templo El Rey Jesus	1102 North Flagler Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4919	-80.46468363857781	25.4809981717593	Iglesia Cristo De Reyes	1102 North Flagler Avenue		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4920	-80.46585909778132	25.481022743851096	Hope Academy	30752-30798 West Dixie Highway		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4921	-80.47368907485604	25.481419992668457	Seventh-Day Adventist Church	1117 Northeast 1st Terrace		Homestead	FL	33030			12086	Miami-Dade	Place of Worship	ArcGIS
4922	-80.4775200146005	25.481531838051804	Sunrise Community	1100-1198 Southwest 177th Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4923	-80.48034910026509	25.48165634606483	Le Jardin	126 Northwest 12th Street		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4924	-80.46397274254277	25.481721824569977	Grace Child Academy	1106-1190 North Flagler Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
4925	-80.44615364527743	25.482007275076967	Miami-Dade County Public Schools	15700-15798 Southwest 307th Street		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4926	-80.44615364527743	25.482007275076967	Campbell Drive Elementary School	15700-15798 Southwest 307th Street		Homestead	FL	33033			12086	Miami-Dade	School	ArcGIS
4927	-80.4774236562252	25.48204272102548	Nostrum Medical Center	1207 Krome Avenue		Homestead	FL	33030			12086	Miami-Dade	Hospital/Polyclinic	ArcGIS
4928	-80.45280453852976	25.482176361195226	Homestead Mennonite Church	30601 Southwest 162nd Avenue		Homestead	FL	33033			12086	Miami-Dade	Place of Worship	ArcGIS
4929	-80.47964182884894	25.482199097441082	Miami-Dade County Public Schools	1200-1298 Northwest 1st Avenue		Homestead	FL	33030			12086	Miami-Dade	School	ArcGIS
