OBJECTID	LONGITUDE	LATITUDE	FACNAME	ADDRESS_1	ADDRESS_2	CITY	STATE	ZIP	AREACODE	PHONE	FIPS	COUNTY	TYPE	METHOD
634175712	-86.0496761	49.218652999999996	West Perry High School										AMENITY	OSM
357293156	-85.9296603	49.2441532	Jericho School										AMENITY	OSM
357303611	-85.75649150000001	49.227102800000004	Penn Township Consilidated School										AMENITY	OSM
357321236	-85.6566101	49.2234501	Zion Church										AMENITY	OSM
357332086	-86.2268278	49.275013099999995	Lower Liberty School (historical)										AMENITY	OSM
357316066	-86.0499502	49.2599887	Texen School										AMENITY	OSM
357294585	-85.9559452	49.289234400000005	Laurel Grove School										AMENITY	OSM
357279859	-85.9271867	49.2746114	Carson Long Institute										AMENITY	OSM
419229862	-85.5816874	49.2800413	Peters Mountain Shelter										AMENITY	OSM
357295764	-85.92749640000001	49.3343372	Lower Ridge School										AMENITY	OSM
357296010	-85.7651506	49.3282429	Mahanoy School										AMENITY	OSM
357295537	-85.7499983	49.3233666	Logania Church										AMENITY	OSM
494418221	-85.6917867	49.3148612	Shell										AMENITY	OSM
494418260	-85.666413	49.3318556	Sunoco										AMENITY	OSM
494418257	-85.6659297	49.3322086	Angies Diner										AMENITY	OSM
250336096	-85.4667999	49.317943899999996	Appalchian Trail Parking										AMENITY	OSM
357310211	-86.3056817	49.397751500000005	Saint Pauls Church										AMENITY	OSM
357332175	-86.14952269999999	49.4221586	Old Port School										AMENITY	OSM
357279030	-85.9868691	49.421755700000006	Bull Hill Cemetery										AMENITY	OSM
357332066	-85.8470973	49.41891019999999	Owl Hollow School										AMENITY	OSM
357278902	-85.7249511	49.391254800000006	Bucks Church										AMENITY	OSM
357307932	-85.5118898	49.404677400000004	Saint Jacobs Church										AMENITY	OSM
357334161	-85.60775199999999	49.3627941	Rutter School (historical)										AMENITY	OSM
357305074	-85.49086220000001	49.3514127	Powells Church										AMENITY	OSM
357308008	-85.448188	49.377432	Saint James Church										AMENITY	OSM
357281866	-86.43431949999999	49.4359842	Corbin Cemetery										AMENITY	OSM
357317411	-86.0669591	49.42622849999999	Tuscarora Church										AMENITY	OSM
357366250	-85.91017839999999	49.1832651	Lackeys School										AMENITY	OSM
357366294	-85.87461710000001	49.1873237	Pine Grove School										AMENITY	OSM
419229854	-85.7911514	49.18893559999999	Cove Mountain Shelter										AMENITY	OSM
357297611	-85.7540173	49.1889484	Middle Cove Church										AMENITY	OSM
357334176	-85.57559189999999	49.188949900000004	Fishing Creek School										AMENITY	OSM
357349765	-85.3532566	49.185705899999995	East Hanover Elementary School										AMENITY	OSM
357334179	-85.2957407	49.18489519999999	Hemperly School										AMENITY	OSM
357284493	-86.4003065	49.5454832	Ellen Chapel										AMENITY	OSM
357332235	-86.3990696	49.5458905	Aurand School										AMENITY	OSM
357302651	-86.3925758	49.5373382	Ohey Sholum Cemetery										AMENITY	OSM
357365614	-86.37092990000001	49.529601	Buchanan Elementary School										AMENITY	OSM
2172776160	-86.3593628	49.524737	The Waterfront Tavern										AMENITY	OSM
357306951	-86.354232	49.536524299999996	Sacred Heart School										AMENITY	OSM
1936838128	-86.35165570000001	49.5269191	Brooklyn Fire Company										AMENITY	OSM
1789924322	-86.3498142	49.5523834	Domino's Pizza										AMENITY	OSM
357295522	-86.3492845	49.537338899999995	Logan School										AMENITY	OSM
1673961944	-86.3488908	49.5571891	McDonald's										AMENITY	OSM
1346383504	-86.3460599	49.526687800000005	Lewistown Middle School										AMENITY	OSM
357300003	-86.341554	49.554445099999995	Mount Rock Cemetery										AMENITY	OSM
1346383495	-86.34104369999999	49.52697440000001	Lewistown High School										AMENITY	OSM
357295189	-86.34000759999999	49.529601500000005	Lind Memorial Cemetery										AMENITY	OSM
1346383492	-86.3391567	49.5276671	Lewistown Elementary School										AMENITY	OSM
357332231	-86.3233099	49.55363070000001	Forsythe School										AMENITY	OSM
357332120	-86.18261150000001	49.544266900000004	Arch Rock School										AMENITY	OSM
357295682	-86.06448619999999	49.532867599999996	Lost Creek Church										AMENITY	OSM
357332096	-85.999239	49.5316481	Delaware School										AMENITY	OSM
357282939	-85.9785207	49.5373502	Delaware Church										AMENITY	OSM
357320322	-85.92873490000001	49.5516066	Whiteland Church										AMENITY	OSM
357308011	-85.7793771	49.5406129	Saint James Church										AMENITY	OSM
357276146	-85.7110373	49.5422435	Barners Church										AMENITY	OSM
357332112	-85.71041890000001	49.5422435	Barners School										AMENITY	OSM
542706029	-85.6641258	49.5540546	Sweigart Island Parking										AMENITY	OSM
357305878	-85.63836699999999	49.532062	Rickard Memorial Cemetery										AMENITY	OSM
357310535	-85.46890570000001	49.5369498	Saint Peters Church										AMENITY	OSM
357332258	-86.28588869999999	49.1633788	Red Corner School										AMENITY	OSM
357366346	-86.0116054	49.165004800000006	Spring Dale School										AMENITY	OSM
357280757	-85.6451685	49.162169000000006	Chestnut Grove Cemetery										AMENITY	OSM
287172575	-85.6398576	49.160369100000004	Zion Lutheran Church										AMENITY	OSM
255315593	-85.6393583	49.1605977	Our Lady of Good Counsel										AMENITY	OSM
357280876	-85.6392931	49.161357699999996	Chestnut Street School										AMENITY	OSM
360422340	-85.63870789999999	49.1582874	First Bank of Marysville										AMENITY	OSM
196682229	-85.6385224	49.161637199999994	Mama Leone's										AMENITY	OSM
33407619	-85.63834390000001	49.1609265	Hess										AMENITY	OSM
1012958545	-85.6383376	49.1590825	Zeiderlli's Pizza and Subs										AMENITY	OSM
175499023	-85.6380815	49.159141	Parrothhead Bar and Grill										AMENITY	OSM
33408012	-85.6354676	49.1588268	Marysville Tavern										AMENITY	OSM
357289932	-85.6170286	49.1605465	Heckton Church										AMENITY	OSM
357279564	-85.4129375	49.1585197	Calvary Church										AMENITY	OSM
357278460	-85.288938	49.1609557	Brindnagles Church										AMENITY	OSM
357316401	-86.3001127	49.1199773	Three Springs Church										AMENITY	OSM
357296093	-86.2571303	49.1199779	Manassa Church										AMENITY	OSM
357296098	-86.25620269999999	49.1211945	Manassa School										AMENITY	OSM
357332513	-86.0681934	49.1167354	Kennedy Valley School										AMENITY	OSM
2235690570	-85.7526458	49.11707019999999	State Game Lands Parking										AMENITY	OSM
26311288	-85.6344367	49.1173249	Capital Area Intermediate Unit										AMENITY	OSM
26319966	-85.6025966	49.1224628	Jade Buffett										AMENITY	OSM
357332555	-85.6012612	49.1203947	Saint Marks United Methodist Church										AMENITY	OSM
2312181657	-85.5992091	49.1166409	Gabriel's Pizza										AMENITY	OSM
357279616	-85.5545643	49.119984900000006	Calvary Independent Church										AMENITY	OSM
357295761	-85.47805720000001	49.1237153	Lower Paxton Junior High School										AMENITY	OSM
357365882	-85.26667429999999	49.1199883	Northside Elementary School										AMENITY	OSM
514061082	-85.25183539999999	49.1169024	McDonald's										AMENITY	OSM
514062730	-85.25140060000001	49.1182266	Memphis Blues										AMENITY	OSM
514069235	-85.23840630000001	49.123949800000005	HomeTown Restaurant										AMENITY	OSM
514069414	-85.2376228	49.1240454	Dairy Queen										AMENITY	OSM
357309174	-86.2249771	49.6257559	Saint Marks Church										AMENITY	OSM
357308416	-85.95962490000001	49.6307293	Saint Johns Church										AMENITY	OSM
357285465	-85.8313284	49.624547400000004	Faith Church										AMENITY	OSM
357331891	-85.448805	49.6269966	Forest School										AMENITY	OSM
357332376	-86.3706214	49.573997999999996	Brice School										AMENITY	OSM
2141688955	-86.35574869999999	49.5884672	Sticky Buns										AMENITY	OSM
357310233	-86.3427915	49.585406500000005	Saint Pauls Church										AMENITY	OSM
357295679	-86.0221223	49.575638899999994	Lost Creek Cemetery										AMENITY	OSM
357332280	-85.983778	49.5903085	Liberty School (historical)										AMENITY	OSM
357316086	-85.66465240000001	49.5890932	The Bible Church										AMENITY	OSM
542703222	-85.6596868	49.5855092	Mini Mart										AMENITY	OSM
357287634	-85.4738534	49.5780922	Gods Missionary Cemetery										AMENITY	OSM
357334167	-85.40458509999999	49.5776851	Kissingers School										AMENITY	OSM
357281504	-85.3312976	49.575649000000006	Colemans Church										AMENITY	OSM
357310230	-85.26450390000001	49.585021	Saint Pauls Church										AMENITY	OSM
2020654007	-85.6548141	49.093858499999996	East Pennsboro Area ElementarySchool										AMENITY	OSM
357362905	-85.6506963	49.0953279	East Pennsboro Area Middle School										AMENITY	OSM
357362909	-85.6501231	49.0915634	East Pennsboro Area Senior High School										AMENITY	OSM
222135805	-85.6376076	49.0953593	Als Pizza										AMENITY	OSM
1152790486	-85.63691689999999	49.0979079	Rite Aid										AMENITY	OSM
60982088	-85.6366809	49.094365599999996	Dunkin' Donuts										AMENITY	OSM
35677599	-85.6358384	49.096509000000005	McDonald's										AMENITY	OSM
35332416	-85.6351315	49.0987066	Tom's										AMENITY	OSM
357332558	-85.60528070000001	49.0936304	Saint Paul Lutheran Church										AMENITY	OSM
357366306	-85.6052534	49.095284500000005	Riverside School										AMENITY	OSM
357365836	-85.54435980000001	49.0968722	Sara Lindemuth Elementary School										AMENITY	OSM
357362955	-85.5403398	49.0964667	Susquehanna Township High School										AMENITY	OSM
357312390	-85.5180317	49.0914304	Shoops Cemetery										AMENITY	OSM
462021143	-85.516063	49.0945143	Colonial Park Diner										AMENITY	OSM
462021448	-85.51593880000001	49.0958424	Red Lobster										AMENITY	OSM
462021144	-85.5138558	49.0956896	Applebee's										AMENITY	OSM
939903415	-85.5103189	49.097532300000005	Long John Silver's										AMENITY	OSM
935455688	-85.5097408	49.0976272	McDonald's										AMENITY	OSM
967233774	-85.4993643	49.0930908	Lower Paxton Twp. Police										AMENITY	OSM
443469133	-85.3715548	49.097096799999996	King Kone (Ice Cream)										AMENITY	OSM
529752412	-85.337155	49.096192300000006	Hotel Hershey										AMENITY	OSM
518257757	-85.2932869	49.0924088	Dairy Queen										AMENITY	OSM
518255793	-85.2844967	49.096803799999996	Duke's Restaurant										AMENITY	OSM
518255792	-85.2799296	49.099154299999995	A&M Pizza										AMENITY	OSM
518255794	-85.2586036	49.0974249	Bartolo's Pizza										AMENITY	OSM
357362686	-85.2523702	49.093345899999996	Palmyra Senior High School										AMENITY	OSM
357281590	-86.26671619999999	49.1074072	Community Christian Church										AMENITY	OSM
357293694	-86.0848915	49.105786900000005	Kennedy Valley Church										AMENITY	OSM
357302302	-86.0270662	49.1037599	Oak Grove Church										AMENITY	OSM
357366288	-86.02552	49.100516299999995	Oak Grove School										AMENITY	OSM
357366356	-85.8885318	49.1053834	The Narrows School										AMENITY	OSM
419229796	-85.81286320000001	49.0991623	Darlington Shelter										AMENITY	OSM
108260805	-85.81253720000001	49.0991676	Darlington Shelter										AMENITY	OSM
207715582	-85.7871766	49.1000882	SGL 170 Parking										AMENITY	OSM
367963799	-85.64828849999999	49.102419000000005	Kids on Campus Child Development Center										AMENITY	OSM
1715445349	-85.6441434	49.1034339	My Daughter's Pizza										AMENITY	OSM
35332494	-85.64212189999999	49.1033783	Cenrtral Penn College										AMENITY	OSM
357275295	-85.64212470000001	49.1049012	Alliance Church										AMENITY	OSM
367964109	-85.6417948	49.1020135	Charles T Jones Library										AMENITY	OSM
2020667712	-85.6339351	49.1013601	Wendy's										AMENITY	OSM
409081374	-85.6329545	49.10442389999999	Wendys										AMENITY	OSM
409081383	-85.6323813	49.1059144	Sunoco										AMENITY	OSM
359985755	-85.5801768	49.102016799999994	Synagogue Beit HaShem										AMENITY	OSM
419242297	-85.54459119999999	49.1003797	Cracker Barrel										AMENITY	OSM
928661730	-85.54352689999999	49.1012634	Macaroni Grill										AMENITY	OSM
419242584	-85.54098130000001	49.1016255	Damon's										AMENITY	OSM
417851878	-85.53258980000001	49.100487	Regal										AMENITY	OSM
357281545	-85.52019960000001	49.1051075	Crosspoint United Methodist										AMENITY	OSM
769432190	-85.5134714	49.1016614	East Shore Library										AMENITY	OSM
357302011	-85.5117055	49.1061413	North Side School										AMENITY	OSM
935455683	-85.50733310000001	49.1003092	Taco Bell										AMENITY	OSM
967229296	-85.50627460000001	49.0997015	El Rodeo										AMENITY	OSM
1554701381	-85.5053955	49.1016116	Metro Bank										AMENITY	OSM
934211344	-85.4977675	49.1048099	Pizza Hut										AMENITY	OSM
518257756	-85.2771109	49.099890099999996	Funck's Family Restaurant										AMENITY	OSM
514071419	-85.2675209	49.1057374	Turkey Hill										AMENITY	OSM
357362692	-85.2659091	49.103712699999996	Palmyra Middle School										AMENITY	OSM
518255791	-85.2656358	49.1068075	Roma Pizza										AMENITY	OSM
514059404	-85.2619966	49.103388200000005	Palmyra Municipal Building										AMENITY	OSM
357365901	-85.2611084	49.09971349999999	Pine Street Elementary School										AMENITY	OSM
1987942197	-85.2540134	49.1046389	First United Methodist Church of Palmyra										AMENITY	OSM
357366238	-86.2101281	49.1317394	Green Grove School										AMENITY	OSM
357320769	-85.94790400000001	49.1321475	Wolf Church										AMENITY	OSM
357366321	-85.90553960000001	49.1272813	Shermans Dale School										AMENITY	OSM
1108105479	-85.90054359999999	49.126510700000004	First National Bank Mifflintown										AMENITY	OSM
1108105418	-85.9004274	49.126381200000004	Two Bros Pizza										AMENITY	OSM
1108105346	-85.90035060000001	49.126199299999996	Eastern Chinese										AMENITY	OSM
1108105611	-85.89992199999999	49.1271153	Rite Aid										AMENITY	OSM
1108105666	-85.8998659	49.1255436	Village Square Diner										AMENITY	OSM
1108105543	-85.8995582	49.1265643	Shermansdale Post Office										AMENITY	OSM
357366282	-85.8297783	49.1280934	Number 1 School										AMENITY	OSM
243697512	-85.8029473	49.1282153	Appalachian Trail Parking										AMENITY	OSM
2280259014	-85.7948419	49.1296182	State Game Lands Parking										AMENITY	OSM
290050857	-85.7140581	49.132465999999994	Glenvale Church of God										AMENITY	OSM
256153902	-85.67509720000001	49.1282581	Sate Game Land Parking										AMENITY	OSM
357300620	-85.4948323	49.130618399999996	Mount View School										AMENITY	OSM
1776783647	-85.48049119999999	49.1287028	Burger King										AMENITY	OSM
357291326	-85.4770366	49.1324266	Holy Name of Jesus Church										AMENITY	OSM
357303442	-85.4733467	49.125970300000006	Paxtonia School										AMENITY	OSM
301581302	-85.46850099999999	49.1288153	Blue Mountain Lotus Society										AMENITY	OSM
357277826	-85.45688990000001	49.1274546	Blue Ridge Memorial Gardens										AMENITY	OSM
357288269	-85.27780619999999	49.1297216	Gravel Hill Church										AMENITY	OSM
2047459973	-85.26591130000001	49.1281328	North Londonderry Township Municipal Building										AMENITY	OSM
514068735	-85.2357149	49.1246748	Burger King										AMENITY	OSM
514065569	-85.2304568	49.1261952	Sonic										AMENITY	OSM
514065174	-85.2293616	49.1263349	Arby's										AMENITY	OSM
514065638	-85.2282898	49.1265111	Pizza Hut										AMENITY	OSM
357332384	-86.448546	49.592739	Mitchell School (historical)										AMENITY	OSM
357277432	-86.3461933	49.60374349999999	Birch Hill Cemetery										AMENITY	OSM
357332371	-86.289296	49.5943718	Hoopes School										AMENITY	OSM
357296060	-86.2800192	49.5911122	Maitland Church										AMENITY	OSM
357294857	-85.7490732	49.597649800000006	Leiningers Church										AMENITY	OSM
357310238	-85.65754009999999	49.607024100000004	Saint Pauls Church										AMENITY	OSM
357311194	-85.498283	49.59805849999999	Salem Church										AMENITY	OSM
357334170	-85.3705697	49.596021799999995	Kesslers School										AMENITY	OSM
357293991	-85.3594374	49.5956144	Klingers Church										AMENITY	OSM
357311721	-85.3108883	49.5960225	Schwalms Church										AMENITY	OSM
357289958	-85.2304886	49.595616	Hegins-Hubley School										AMENITY	OSM
357294687	-86.11272210000001	49.141474699999996	Laurel Run Church										AMENITY	OSM
357366153	-85.9077044	49.1447222	Airy View School										AMENITY	OSM
972543324	-85.5489132	49.143235	CVS										AMENITY	OSM
357283954	-85.3155315	49.145134000000006	East Hanover Church										AMENITY	OSM
357332519	-86.15261269999999	49.19584269999999	Center School (historical)										AMENITY	OSM
357305781	-86.1148871	49.1897556	Restland Cemetery										AMENITY	OSM
357366318	-85.9398646	49.197468799999996	Sandy Hollow School										AMENITY	OSM
357307609	-85.84091099999999	49.1942232	Saint Davids Church										AMENITY	OSM
357282974	-85.8396741	49.194629000000006	Dellville Church										AMENITY	OSM
203246386	-85.6366544	49.191750899999995	Stony Creek Restaurant & Lounge										AMENITY	OSM
357332396	-86.4596768	49.5059836	McKee School										AMENITY	OSM
357297913	-86.33042130000001	49.507207199999996	Millers Tomb										AMENITY	OSM
357322755	-86.22250140000001	49.5006959	Saint Stephens Church										AMENITY	OSM
357332163	-86.2119876	49.5011034	Red Bank School										AMENITY	OSM
357332129	-86.141793	49.5006984	Reno School										AMENITY	OSM
1753987283	-86.1337219	49.5039813	Tom's										AMENITY	OSM
1754208619	-86.13295099999999	49.504506500000005	PJ's Pancake House										AMENITY	OSM
357306436	-86.1238578	49.504363	Rothrock Cemetery										AMENITY	OSM
357274902	-86.0904611	49.4998857	Adams Cemetery										AMENITY	OSM
357294482	-86.0057326	49.5015168	Lantz Cemetery										AMENITY	OSM
357275848	-85.90028550000001	49.5080332	Auker Cemetery										AMENITY	OSM
357309766	-85.8041151	49.5051851	Saint Michaels Church										AMENITY	OSM
542707901	-85.6961982	49.5068406	Good Shepherd Lutheran Church										AMENITY	OSM
542707063	-85.6949981	49.507500300000004	Subway										AMENITY	OSM
542707061	-85.6946837	49.507930800000004	Perry Petroleum Place										AMENITY	OSM
357279478	-85.3637675	49.4929762	Calvary Cemetery										AMENITY	OSM
357285140	-85.3099617	49.5035617	Fairview Cemetery										AMENITY	OSM
357320534	-85.30501380000001	49.5060046	Williams Valley School										AMENITY	OSM
357366177	-86.2617689	49.1410678	Bull Run School										AMENITY	OSM
357366300	-86.0215005	49.1382308	Pine Hill School										AMENITY	OSM
357300760	-86.0187174	49.1406646	Mount Zion Church										AMENITY	OSM
357366391	-85.95470710000001	49.135797800000006	Wolf School										AMENITY	OSM
357332535	-85.78679550000001	49.1341776	Number 2 School (historical)										AMENITY	OSM
357311098	-85.7407202	49.136206200000004	Salam Church										AMENITY	OSM
357302276	-85.7357726	49.1374232	Oak Grove Cemetery										AMENITY	OSM
282029763	-85.6033324	49.133399299999994	Morgan's Place										AMENITY	OSM
357291620	-85.5718811	49.138641299999996	Herbert Hoover Elementary School										AMENITY	OSM
972543857	-85.5557447	49.1404642	Rite Aid										AMENITY	OSM
357285485	-85.5211675	49.1358022	Faith United Church										AMENITY	OSM
359717117	-85.4764346	49.1332101	Holy Name of Jesus School										AMENITY	OSM
357305785	-85.432052	49.1373144	Resurrection Cemetery										AMENITY	OSM
357312393	-85.4140064	49.1370566	Shoops Church										AMENITY	OSM
1346383490	-86.34990570000001	49.5723828	Mifflin County High School										AMENITY	OSM
357294964	-86.3485341	49.5609569	Lewistown Hospital										AMENITY	OSM
1673961777	-86.34779789999999	49.558610300000005	KFC										AMENITY	OSM
357367801	-86.3471203	49.5691097	Indian Valley High School										AMENITY	OSM
1785503805	-86.3435325	49.5719042	Dunkin Donuts										AMENITY	OSM
357303365	-86.335679	49.571146799999994	Parkview Church										AMENITY	OSM
357287531	-86.32176390000001	49.5638143	Glenwood Church										AMENITY	OSM
357304118	-86.08860630000001	49.560970499999996	Pine Grove Church										AMENITY	OSM
357311185	-85.7230977	49.5650543	Salem Church										AMENITY	OSM
357309061	-85.61332730000001	49.561799199999996	Saint Lukes Church										AMENITY	OSM
357309168	-85.29264400000001	49.5711679	Saint Marks Church										AMENITY	OSM
775400189	-85.6437017	49.0894515	Zion Lutheran Church										AMENITY	OSM
357315572	-85.643622	49.08551980000001	Summit Street School										AMENITY	OSM
1818344490	-85.6382373	49.088916600000005	Jigzy's										AMENITY	OSM
1818344473	-85.63809380000001	49.0894967	PNC Bank										AMENITY	OSM
357369128	-85.6028038	49.0855201	William Penn High School										AMENITY	OSM
357320473	-85.60280390000001	49.086330999999994	Steelton Highspire Vocational Technical School										AMENITY	OSM
357358027	-85.6003301	49.0855201	Camp Curtain Early Childhood School										AMENITY	OSM
357299637	-85.5162927	49.0913062	Mount Moriah Cemetery										AMENITY	OSM
357312386	-85.50941689999999	49.0851152	Shoops Cemetery										AMENITY	OSM
357280307	-85.5052779	49.0870675	Central Dauphin High School										AMENITY	OSM
357362958	-85.47106470000001	49.0858658	Dauphin County Area Vocational Technical School										AMENITY	OSM
357366000	-85.3635317	49.083852699999994	South Hanover Elementary School										AMENITY	OSM
357330848	-85.34088849999999	49.0891712	Milton Hershey High School										AMENITY	OSM
514079637	-85.3294969	49.087698200000005	Turkey Hill										AMENITY	OSM
514079693	-85.3282936	49.0877037	Wendy's										AMENITY	OSM
514074971	-85.3272811	49.088594199999996	Red Robin										AMENITY	OSM
357332263	-86.2998034	49.1126781	Red Hill School										AMENITY	OSM
357304333	-85.9714054	49.115114299999995	Pisgah Church										AMENITY	OSM
357366160	-85.9299686	49.1126816	Barn Hills School										AMENITY	OSM
357321090	-85.89069640000001	49.1122767	Youngs Church										AMENITY	OSM
2235690569	-85.7432713	49.1140124	State Game Lands Parking										AMENITY	OSM
805693536	-85.6361211	49.1085208	Summerdale Fire Company										AMENITY	OSM
357303435	-85.56507800000001	49.110252300000006	Paxton Church										AMENITY	OSM
934211357	-85.49662699999999	49.1094139	Arby's										AMENITY	OSM
934211341	-85.4964418	49.1081598	Old Country Buffet										AMENITY	OSM
769431408	-85.4962518	49.1125267	Olive Garden										AMENITY	OSM
934211336	-85.49616119999999	49.1099096	Wendy's										AMENITY	OSM
996099290	-85.4961389	49.1137542	Five Guys										AMENITY	OSM
1003330217	-85.49590869999999	49.1140663	Hong Kong City										AMENITY	OSM
1554648207	-85.49583990000001	49.1141737	Subway										AMENITY	OSM
1003330216	-85.49559769999999	49.1145228	Chipoltle										AMENITY	OSM
934211338	-85.4947936	49.111712999999995	Red Robbin										AMENITY	OSM
934211354	-85.49432189999999	49.1151916	AMC										AMENITY	OSM
849818102	-85.4942652	49.114704800000005	Starbucks										AMENITY	OSM
357290201	-85.3158411	49.1098497	Hershey Cemetery										AMENITY	OSM
514072034	-85.2640047	49.108240599999995	JM Mart										AMENITY	OSM
518255798	-85.2572755	49.1132378	Rita's Italian Ice										AMENITY	OSM
518255796	-85.2563141	49.1141257	Friendly's										AMENITY	OSM
518255797	-85.2553766	49.1146273	Wendy's										AMENITY	OSM
514061764	-85.2539911	49.1155708	Sheetz										AMENITY	OSM
357286065	-85.2519434	49.108419500000004	Forge Street School										AMENITY	OSM
357348500	-86.23331929999999	49.0652465	Pioneer Cemetery										AMENITY	OSM
357369680	-86.18260640000001	49.0680842	Doubling Gap Post Office (historical)										AMENITY	OSM
357366210	-85.835344	49.0660609	Elliots School										AMENITY	OSM
805442152	-85.64859550000001	49.0663867	Enola Post Office										AMENITY	OSM
357274930	-85.63867429999999	49.0684946	Adams Street School (historical)										AMENITY	OSM
25315505	-85.63408179999999	49.0681565	Shell										AMENITY	OSM
996708735	-85.6035571	49.0647088	M & T Bank										AMENITY	OSM
1965967812	-85.6024649	49.0643563	Sunoco										AMENITY	OSM
1965965872	-85.6003958	49.062962	Alvaro's Bread and Pastry Shoppe										AMENITY	OSM
1038604135	-85.5992935	49.0662244	Rite Aid										AMENITY	OSM
357303086	-85.5963101	49.067684299999996	Our Lady of the Blessed Sacrament School										AMENITY	OSM
1620531831	-85.5832262	49.0689429	Popeye's										AMENITY	OSM
357362952	-85.53168140000001	49.0680901	Susquehanna Township Middle School										AMENITY	OSM
792990761	-85.5252808	49.0636774	Mulligans										AMENITY	OSM
792990757	-85.5237461	49.063761	Outback Steakhouse										AMENITY	OSM
980994938	-85.52232539999999	49.0637706	Asian Bistro										AMENITY	OSM
792990752	-85.522289	49.062435199999996	Texas Roadhouse										AMENITY	OSM
792990709	-85.52181130000001	49.06523	TGI Friday's										AMENITY	OSM
792990720	-85.5209752	49.065206100000005	Waffle House										AMENITY	OSM
792990765	-85.52069460000001	49.064047599999995	Wendy's										AMENITY	OSM
422157543	-85.52023949999999	49.062820599999995	Starbucks										AMENITY	OSM
980994930	-85.5201189	49.0654038	Rita's Italian Ice										AMENITY	OSM
2287609317	-85.51991699999999	49.064050599999995	Metro Bank										AMENITY	OSM
1991406030	-85.5198357	49.062877199999996	Jimmy John's										AMENITY	OSM
946396888	-85.5176591	49.0655381	Gulf										AMENITY	OSM
417846110	-85.5175649	49.064248600000006	McDonald's										AMENITY	OSM
1805279081	-85.5108283	49.0648725	Citizen's Bank										AMENITY	OSM
946396889	-85.51014740000001	49.065039500000005	Giant Gas										AMENITY	OSM
981018076	-85.50981789999999	49.0638212	Infinitos Pizza										AMENITY	OSM
956632165	-85.509711	49.0642796	Panera Bread										AMENITY	OSM
792990728	-85.5096467	49.0624646	Burger King										AMENITY	OSM
1602614754	-85.50934529999999	49.065015	Rite Aid										AMENITY	OSM
1805277844	-85.5084456	49.064114100000005	Wells Fargo Bank										AMENITY	OSM
956632167	-85.50809869999999	49.065235	Sunoco										AMENITY	OSM
1602614635	-85.5080525	49.0665914	PNC Bank										AMENITY	OSM
792990724	-85.50751509999999	49.066543700000004	Arby's										AMENITY	OSM
357313192	-85.499831	49.0660638	South Side School										AMENITY	OSM
357303431	-85.4580852	49.06768519999999	Paxton Church										AMENITY	OSM
357308102	-85.33253970000001	49.0684976	Saint Joan of Arc School										AMENITY	OSM
529747304	-85.3229663	49.0619962	Hershey Public Library										AMENITY	OSM
357349060	-85.31646	49.067281799999996	Hershey Middle School										AMENITY	OSM
529747302	-85.27069300000001	49.063591900000006	Bruster's Ice Cream										AMENITY	OSM
529747303	-85.2705211	49.063591900000006	Nathan's Hot Dogs										AMENITY	OSM
529747297	-85.2572305	49.0627606	A&M Pizza										AMENITY	OSM
529747315	-85.25469849999999	49.062999500000004	Annie's Ice Cream										AMENITY	OSM
357334182	-85.213179	49.0689045	Garfield School										AMENITY	OSM
357316952	-86.34835650000001	49.523493200000004	Trinity Church										AMENITY	OSM
