OBJECTID	LONGITUDE	LATITUDE	FACNAME	ADDRESS_1	ADDRESS_2	CITY	STATE	ZIP	AREACODE	PHONE	FIPS	COUNTY	TYPE	METHOD
562004	-76.46762181974785	39.73248001949407	South Eastern School District	825-1375 Main Street		Fawn Grove	PA	17321			42133	York	School	ArcGIS
562070	-76.66404909742425	39.73330817430434	Rock Chapel Cemetery	1274 Oakwood Road		New Freedom	PA	17349			42133	York	Cemetery	ArcGIS
562206	-76.92223362053169	39.73472092836367	St David Lutheran Church	1032 Musselman Road		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
562251	-76.70246906928185	39.7353081636992	Government Offices City	25 East High Street		New Freedom	PA	17349			42133	York	Government Office	ArcGIS
562257	-76.70252998170864	39.73535180034498	Government Offices City New Freedom Boro	25 East High Street		New Freedom	PA	17349			42133	York	Government Office	ArcGIS
562290	-76.69345092330096	39.735791838494606	St John Lutheran Church	175-216 East Main Street		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
562317	-76.58436726419588	39.73613363535003	Hopewell Cemetery	16100-16364 West Liberty Road		Stewartstown	PA	17363			42133	York	Cemetery	ArcGIS
562349	-76.45170997812099	39.736590902207695	Winward Douglas Rev	486-490 Highway 425		Fawn Grove	PA	17321			42133	York	Place of Worship	ArcGIS
562498	-76.69926909566465	39.73795088746453	Messiah Jerusalem Church	29-33 East Main Street		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
562594	-76.70263909685956	39.738656370107705	Grace Bible Church	24-36 West Main Street		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
562677	-76.70224547266109	39.73938637776972	Trinity United Methodist Church	9 North 2nd Street		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
562679	-76.67913998640567	39.73940181770479	Mason Dixon Baptist Church	230 Campbell Road		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
562720	-76.71206362381453	39.73970364960631	Bowser Cemetery	2539 Bowser Road		New Freedom	PA	17349			42133	York	Cemetery	ArcGIS
562723	-76.70105998691439	39.739717253695446	A Child's Place	102 Front Street		New Freedom	PA	17349			42133	York	School	ArcGIS
562902	-76.60891906754023	39.74077634851022	New Bethel Baptist Church	18954-19052 Ridge Meadow Road		Stewartstown	PA	17363			42133	York	Place of Worship	ArcGIS
563055	-76.69507183404596	39.741688199066104	New Freedom Baptist Church	222 North Constitution Avenue		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
563063	-76.31243183135042	39.741739979336174	Mount Zion Cemetery	883 Pikes Peak Road		Delta	PA	17314			42133	York	Cemetery	ArcGIS
563141	-76.41037002268835	39.74228273071242	Mt Olivet United Methodist	786-850 Mount Olivet Church Road		Fawn Grove	PA	17321			42133	York	Place of Worship	ArcGIS
563178	-76.73904180354127	39.74254906959246	Freedom Thru Jesus Fellowship	14205 Ingham Road		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
563193	-76.2927108918385	39.74264909965964	Mt Nebo United Methodist Church	881-1055 Flintville Road		Delta	PA	17314			42133	York	Place of Worship	ArcGIS
563215	-76.69451637296706	39.74272728786744	Southern York County Pantry	233 North Constitution Avenue		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
563216	-76.69451637296706	39.74272728786744	St John The Baptist Catholic Church	233 North Constitution Avenue		New Freedom	PA	17349			42133	York	School	ArcGIS
563369	-76.67513092253219	39.743872714514296	Banach James Rev	11 Harrison Road		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
563612	-76.69050180155575	39.74575544513395	St Benedict's Episcopal Church	330-398 North Constitution Avenue		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
563658	-76.70121452748405	39.74603727102203	Johnston Randy	15604 Hale Drive		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
563777	-76.95292364538172	39.74670363602483	Emmanuel Ucc-Hanover	132 Shorbs Hill Road		Hanover	PA	17331			42133	York	College / University	ArcGIS
563833	-76.94851093076657	39.74723819670382	West Manheim Elementary School	2434-2472 Baltimore Pike		Hanover	PA	17331			42133	York	School	ArcGIS
563897	-76.35539999383884	39.74754817222963	Bryansville United Methodist Church	2200-2398 Highway 851		Delta	PA	17314			42133	York	Place of Worship	ArcGIS
563901	-76.33098818551557	39.7475845596376	Calvary Chapel	5978 Delta Road		Delta	PA	17314			42133	York	Place of Worship	ArcGIS
564081	-76.6604072498115	39.748700000800795	Grace & Truth Assembly	944 Windy Hill Road		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
564172	-76.79148001254934	39.74939635128726	Church Of Christ	3899 Sticks Road		Glen Rock	PA	17327			42133	York	Place of Worship	ArcGIS
564371	-76.59151364755978	39.751021828110616	Stewartstown Area Senior Center	11-19 South Main Street		Stewartstown	PA	17363			42133	York	Place of Worship	ArcGIS
564372	-76.59151364755978	39.751021828110616	Seyco	11-19 South Main Street		Stewartstown	PA	17363			42133	York	School	ArcGIS
564422	-76.67947636986922	39.75142816201173	Lutheran Social Service	100-198 Luther Road		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
564666	-76.67536727592856	39.7531072549511	Chalker David J Do	55 Old Farm Lane		Shrewsbury	PA	17361			42133	York	Hospital/Polyclinic	ArcGIS
564769	-76.39608817689026	39.75404909099065	Belview Freewill Baptist Church	267 Miller Road		Delta	PA	17314			42133	York	Place of Worship	ArcGIS
564842	-76.92096180295289	39.75462728831541	Shue George	432 Frogtown Road		Hanover	PA	17331			42133	York	School	ArcGIS
564913	-76.67772638503283	39.755189104245645	Turnpike Baptist Church	519 South Main Street		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
564949	-76.59746456570673	39.75541274793936	Government Offices City	200 Bailey Drive		Stewartstown	PA	17363			42133	York	Library	ArcGIS
564962	-76.59227091047302	39.75548180399044	Stewartstown Historical Society	1-7 Mill Street		Stewartstown	PA	17363			42133	York	Museum	ArcGIS
564964	-76.67787998414303	39.75548815884177	Shrewsbury Learning Center	516-526 State Route 3001		Shrewsbury	PA	17361			42133	York	School	ArcGIS
565031	-76.66803001166001	39.75614181414191	Redeemer's Fellowship	125 South Church Street		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
565287	-76.61959907775244	39.758143639382716	Stewartstown Baptist Church	18631 5 Forks Road		Stewartstown	PA	17363			42133	York	Place of Worship	ArcGIS
565347	-76.3767563425714	39.75850911394345	Hildreth Lee	35 Cedar Trail		Delta	PA	17314			42133	York	Government Office	ArcGIS
565422	-76.95632090182787	39.75892274415534	West Manheim Elementary School	1992-2016 Baltimore Pike		Hanover	PA	17331			42133	York	School	ArcGIS
565439	-76.95144729573616	39.75906546940884	Hanover Fellowship Church	190 Smeach Drive		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
565473	-76.9789381942825	39.759335432907775	First Church Of God	530 Fairview Drive		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
565474	-76.96052818998977	39.7593381631402	Little People	71-101 Fairview Drive		Hanover	PA	17331			42133	York	School	ArcGIS
565598	-76.7001581629017	39.76039998818739	Government Offices City	Main Street East		New Freedom	PA	17349			42133	York	Government Office	ArcGIS
565608	-76.62697545966138	39.76053362835714	Government Offices City	3030 Bridgeview Road		Stewartstown	PA	17363			42133	York	Government Office	ArcGIS
565622	-76.47860361478861	39.76061365241088	Fawn Ame Zion Church	245 Alum Rock Road		New Park	PA	17352			42133	York	Place of Worship	ArcGIS
565695	-76.96507092015575	39.76127728718125	Utz Terrace Luthern Ret Village	Utz Terrace		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
565834	-76.48018818519861	39.76228634342594	Emergency Operation Center	48-98 Alum Rock Road		New Park	PA	17352			42133	York	Government Office	ArcGIS
565835	-76.48018818519861	39.76228634342594	Government Offices City	48-98 Alum Rock Road		New Park	PA	17352			42133	York	Government Office	ArcGIS
565878	-76.46835272179634	39.762572735392396	Community Of Christ-Gatchelville	1900-2414 New Park Road		New Park	PA	17352			42133	York	Place of Worship	ArcGIS
565940	-76.76629182968585	39.76305819896076	St Jacobs Lutheran Church	3444 Sticks Road		Glen Rock	PA	17327			42133	York	Place of Worship	ArcGIS
565986	-76.59038182500204	39.76358635771545	South Eastern School District	75-77 North Main Street		Stewartstown	PA	17363			42133	York	School	ArcGIS
566022	-76.67903910902498	39.76407182128382	Freedom Community Church	213-217 South Main Street		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
566087	-76.67914092786512	39.764750895989266	St Paul United Church Of Christ	159-199 State Route 3001		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
566124	-76.95688728383647	39.7651300217121	Calvary Assembly Of God	71-121 Pumping Station Road		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
566202	-76.86323908787362	39.76599362247088	Manheim Elementary School	5209 Blooming Grove Road		Glenville	PA	17329			42133	York	School	ArcGIS
566285	-76.73758635429562	39.76683636990272	New Hope Fissel's United Church Of Christ	3074-3922 State Route 3015		Glen Rock	PA	17327			42133	York	Place of Worship	ArcGIS
566302	-76.67948907957187	39.76701816572363	Christ Lutheran Church	103-109 South Main Street		Shrewsbury	PA	17361			42133	York	School	ArcGIS
566315	-76.68125817603521	39.767060013596435	Government Offices City Shrewsbury Borough Municipal Building	35 West Railroad Avenue		Shrewsbury	PA	17361			42133	York	Government Office	ArcGIS
566330	-76.6771118003001	39.76721182393368	Christ Cemetery	Reservoir Avenue		Shrewsbury	PA	17361			42133	York	Cemetery	ArcGIS
566429	-76.95898998645795	39.76757273241604	Church Of Christ Of Hanover	1599 Wanda Drive		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
566549	-76.67926364710519	39.76897908455108	Ata Delta Black Belt Academy	1-33 Highway 851		Shrewsbury	PA	17361			42133	York	School	ArcGIS
566574	-76.68228544952038	39.76924725927705	The Imagination Station	Park Avenue		Shrewsbury	PA	17361			42133	York	School	ArcGIS
566622	-76.67598910989909	39.7695336512435	Grace Fellowship Church	52-98 Highway 851		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
566644	-76.98630365526176	39.76981547713159	St Joseph Catholic Church	5141-5157 Grandview Road		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
566684	-76.98746456891668	39.770052724914436	St Joseph Catholic Church Middle School	5141-5157 Grandview Road		Hanover	PA	17331			42133	York	School	ArcGIS
566705	-76.67409545834975	39.77033638664847	Kiddie Academy Of Shrewsbury	85 East Forrest Avenue		Shrewsbury	PA	17361			42133	York	School	ArcGIS
566738	-76.99140909574446	39.770646362174276	Thirstysoul Ministries	1111 William Street		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
566752	-76.73715728414865	39.77085819055182	Southern York County Schools	3280 Fissels Church Road		Glen Rock	PA	17327			42133	York	School	ArcGIS
566765	-76.96044364693064	39.77102271059172	Hanover Karate Academy	1420-1472 Baltimore Street		Hanover	PA	17331			42133	York	School	ArcGIS
566768	-76.68046273694102	39.771089083483346	Accessible Cpr & First Aid	61-65 North Main Street		Shrewsbury	PA	17361			42133	York	School	ArcGIS
566787	-76.81279183024964	39.77134181827425	St Jacobs Stone United Church Of Christ	5152 Stone Church Road		Glenville	PA	17329			42133	York	Place of Worship	ArcGIS
566845	-76.96037091918768	39.771921804371985	Express Care	1408-1414 Baltimore Street		Hanover	PA	17331			42133	York	Hospital/Polyclinic	ArcGIS
567008	-76.93749274831785	39.77390362359935	Government Offices City	691 Pumping Station Road		Hanover	PA	17331			42133	York	Government Office	ArcGIS
567010	-76.59726907165074	39.77396180579372	Holy Trinity Charismatic Episcopal Church	2069-2237 Plank Road		Stewartstown	PA	17363			42133	York	Place of Worship	ArcGIS
567013	-76.33577635416167	39.773991838350355	Salem United Methodist	4991-5039 Delta Road		Delta	PA	17314			42133	York	Place of Worship	ArcGIS
567016	-76.68026088803371	39.774003653666526	Shrewsbury Dunkard Brethren School	2 West Clearview Drive		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
567017	-76.68026088803371	39.774003653666526	Shrewsbury Assembly Of God	2 West Clearview Drive		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
567034	-76.98244635465255	39.7741836136415	Missionary Bible Baptist Church & Academy	934-990 Beck Mill Road		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
567092	-76.95832362145516	39.77474815980415	Little People	3900-3944 Grandview Road		Hanover	PA	17331			42133	York	School	ArcGIS
567143	-76.63322910409634	39.77518909234026	St John Lutheran Church	3036 Saddlers Church Road		Stewartstown	PA	17363			42133	York	Place of Worship	ArcGIS
567215	-76.41450274726135	39.776004537447875	Woodbine Believers Assembly	8893-8899 Woodbine Road		Airville	PA	17302			42133	York	Place of Worship	ArcGIS
567217	-76.41451272673159	39.77601908299647	Balwin James A Rev	8893-8899 Woodbine Road		Airville	PA	17302			42133	York	Place of Worship	ArcGIS
567233	-76.51661725274509	39.77615907801754	Whole Gospel Tabernacle	10555 Blue Ball Road		Stewartstown	PA	17363			42133	York	Place of Worship	ArcGIS
567398	-76.94444090739333	39.77776906783286	Harvest Time Temple Church	700-720 Black Rock Road		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
567402	-76.96111999140366	39.77780183062192	Medexpress Hanover	1157-1199 Baltimore Street		Hanover	PA	17331			42133	York	Hospital/Polyclinic	ArcGIS
567411	-76.95374271510825	39.777921819629555	Hanover Surgicenter	3116 Grandview Road		Hanover	PA	17331			42133	York	Hospital/Polyclinic	ArcGIS
567412	-76.95374271510825	39.777921819629555	Hanover Hospital	3116 Grandview Road		Hanover	PA	17331			42133	York	Hospital/Polyclinic	ArcGIS
567508	-76.96187184092504	39.779036366406274	Clousher's Lottery Service	1049-1055 Baltimore Street		Hanover	PA	17331			42133	York	Government Office	ArcGIS
567711	-76.96929637848514	39.781525443988414	Jehovah's Witnesses	1 Paradise Court		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
567788	-76.67226455507314	39.782320930155564	Grace United Methodist Church	481-537 Plank Road		New Freedom	PA	17349			42133	York	Place of Worship	ArcGIS
567789	-76.67226455507314	39.782320930155564	Faith & Fun Christian Preschool	481-537 Plank Road		New Freedom	PA	17349			42133	York	School	ArcGIS
567851	-76.99892001220964	39.78288364047228	Ruths Arthur L Rev	Morning Glory Drive		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
567872	-76.59531634352055	39.78310817855248	St Paul's Lutheran Church	16572 Barrens Road North		Stewartstown	PA	17363			42133	York	Place of Worship	ArcGIS
567937	-76.9714181927336	39.78381093096324	Grace United Methodist Church Parsonage	20 Little Knoll Drive		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
567959	-76.96537637667618	39.78400002309493	Martin's Gallery	919-943 Highway 94		Hanover	PA	17331			42133	York	Museum	ArcGIS
567997	-76.67908815906263	39.78448727543626	Trail Church Of The Nazarene	403 North Main Street		Shrewsbury	PA	17361			42133	York	Place of Worship	ArcGIS
568064	-76.95992090156783	39.78518635615515	E H Markle Intermediate School	225 Bowman Road		Hanover	PA	17331			42133	York	School	ArcGIS
568065	-76.95992090156783	39.78518635615515	South Western School District	225 Bowman Road		Hanover	PA	17331			42133	York	School	ArcGIS
568076	-76.96677999857879	39.78530361493037	Hanover Bible Baptist Church	889 Baltimore Street		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
568093	-76.97820729223402	39.785638162547976	Happy Time Day Care	29 Hill Street		Hanover	PA	17331			42133	York	School	ArcGIS
568115	-76.8758509258161	39.785830926371546	Lake Marburg Baptist Sbc	3178 Smoketown Road		Spring Grove	PA	17362			42133	York	Place of Worship	ArcGIS
568146	-76.80760726009967	39.786132711200096	Codorus Township Board Of Supervisors	4631 Shaffers Church Road		Glenville	PA	17329			42133	York	Government Office	ArcGIS
568173	-76.90476634666499	39.786562722806515	Dubs Cemetery	1958 Dubs Church Road		Hanover	PA	17331			42133	York	Cemetery	ArcGIS
568267	-76.96898089542152	39.787316361100864	Enlightened Learning Center	805-825 Baltimore Street		Hanover	PA	17331			42133	York	School	ArcGIS
568328	-76.7400272762266	39.7879636144767	Reformed Cemetery	Fair School Road		Glen Rock	PA	17327			42133	York	Cemetery	ArcGIS
568368	-76.98781634524232	39.78828818262408	Rest Haven Cemetery	591-645 West Granger Street		Hanover	PA	17331			42133	York	Cemetery	ArcGIS
568370	-76.98236002282046	39.78836180475352	Park Hills School	139-179 West Granger Street		Hanover	PA	17331			42133	York	School	ArcGIS
568466	-76.74041817019263	39.78966365488896	Chestnut Hill Cemetery	Fair School Road		Glen Rock	PA	17327			42133	York	Cemetery	ArcGIS
568552	-76.92001634229443	39.79069544737951	Friends Of Codorus State Park	1033-1099 Highway 216		Hanover	PA	17331			42133	York	Government Office	ArcGIS
568553	-76.92001634229443	39.79069544737951	Commonwealth Of Pennsylvania	1033-1099 Highway 216		Hanover	PA	17331			42133	York	Government Office	ArcGIS
568554	-76.92001634229443	39.79069544737951	Appalachian Outdoor School Oar House	1033-1099 Highway 216		Hanover	PA	17331			42133	York	School	ArcGIS
568684	-76.9839372498467	39.79236545523513	New Beginnings	426-498 Boundary Avenue		Hanover	PA	17331			42133	York	School	ArcGIS
568702	-76.94443365815552	39.79249090470761	Rainbow Castle	2081 Grandview Road		Hanover	PA	17331			42133	York	School	ArcGIS
568714	-76.93011001155759	39.79266361544478	Sunshine Place Preschool	786-804 Blooming Grove Road		Hanover	PA	17331			42133	York	School	ArcGIS
568726	-76.7303190875376	39.79285364903592	Glen Rock Borough	1 Manchester Street		Glen Rock	PA	17327			42133	York	Government Office	ArcGIS
568736	-76.73175363638333	39.792979992894885	Zion Lutheran Church	15-27 Hanover Street		Glen Rock	PA	17327			42133	York	Place of Worship	ArcGIS
568745	-76.72936543618188	39.79308181173503	Government Offices City Glen Rock Borough	2-18 Baltimore Street		Glen Rock	PA	17327			42133	York	Government Office	ArcGIS
568789	-76.96951362025456	39.79369729085424	Grace Presbyterian Church	17 Wayne Avenue		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
568796	-76.98327182630337	39.79376455813235	Providence Community Church	305 Meade Avenue		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
568801	-76.96907998402924	39.79384547657258	Mifflin County Lewistown	38-98 Wayne Avenue		Hanover	PA	17331			42133	York	Government Office	ArcGIS
568830	-76.96900000704846	39.79417997711721	Penn Township Municipal Building	20 Wayne Avenue		Hanover	PA	17331			42133	York	Government Office	ArcGIS
568840	-76.97009181757933	39.794291822500554	Apostolic Ministries	300 John Street		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
568879	-76.3479945679057	39.794736379655575	New Covenant Community Church	244-298 Slab Road		Delta	PA	17314			42133	York	Place of Worship	ArcGIS
568954	-76.73239001590245	39.79544727569063	Immanuel United Methodist Church	1-9 New Street		Glen Rock	PA	17327			42133	York	Place of Worship	ArcGIS
568956	-76.97787547484883	39.795451794696014	God's Meal Barrel	413-449 Highway 94		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569033	-76.97891635242313	39.796416366981425	Hanover Area Historical Society	301-369 Highway 94		Hanover	PA	17331			42133	York	Museum	ArcGIS
569123	-76.94732544501987	39.79741365498292	Grace United Methodist Church	15-65 Albright Drive		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569131	-76.98506182316663	39.797479086415095	First United Methodist Church	215 West Walnut Street		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569134	-76.97995638268392	39.797497256582595	St Joseph Catholic Church Elementary School	232-236 Baltimore Street		Hanover	PA	17331			42133	York	School	ArcGIS
569164	-76.97783000235712	39.797800924330055	Hanover Elementry	101-199 East Hanover Street		Hanover	PA	17331			42133	York	School	ArcGIS
569208	-76.9808663503209	39.798189982450154	West Manheim Elementary School	205 Baltimore Street		Hanover	PA	17331			42133	York	School	ArcGIS
569211	-76.67910002145177	39.79820998846358	Shrewsbury Township Supervisors	12500-12798 Susquehanna Trail		Glen Rock	PA	17327			42133	York	Government Office	ArcGIS
569218	-76.98293817307224	39.79823545494187	Covenant Life	117 Ruth Avenue		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569278	-76.97453362329165	39.79897365330113	Hanover Hospital	416-474 York Street		Hanover	PA	17331			42133	York	Hospital/Polyclinic	ArcGIS
569279	-76.97453362329165	39.79897365330113	Penn State York	416-474 York Street		Hanover	PA	17331			42133	York	College / University	ArcGIS
569285	-76.98546274367587	39.79903362426847	First United Methodist Church	200-210 Frederick Street		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569291	-76.96495728599945	39.79908818184393	Mumma Cemetery	835 York Street		Hanover	PA	17331			42133	York	Cemetery	ArcGIS
569309	-76.92677635069768	39.79923909779469	God's Missionary Church	1285 Hoff Road		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569378	-76.95850635873552	39.7996736284065	Victory Free Will Baptist Church	1-23 Breezewood Drive		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569388	-76.97502181709244	39.799756382692664	Hanover Child Development Centers	200 Pleasant Street		Hanover	PA	17331			42133	York	School	ArcGIS
569390	-76.98244183564717	39.799775447246645	Government Offices City Hanover Borough	42-70 Baltimore Street		Hanover	PA	17331			42133	York	Government Office	ArcGIS
569393	-76.9842363515158	39.79981089319516	Government Offices City Hanover Borough	56-58 Frederick Street		Hanover	PA	17331			42133	York	Government Office	ArcGIS
569394	-76.9842363515158	39.79981089319516	Hanover Borough	56-58 Frederick Street		Hanover	PA	17331			42133	York	Government Office	ArcGIS
569399	-76.98260456691409	39.799852741067966	Christian Science Reading Room	41-69 Highway 94		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569404	-76.98257180412503	39.799892706021865	The Frame Shop And Gallery	42 Baltimore Street		Hanover	PA	17331			42133	York	Museum	ArcGIS
569414	-76.97847273672757	39.79999909094036	International Partnership Ministries	""		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569415	-76.73740182824228	39.79999998532685	Emanuel United Methodist Church	201-299 Main Street		Glen Rock	PA	17327			42133	York	Place of Worship	ArcGIS
569416	-76.97849453151397	39.80000455140521	International Partnership Ministries	214 York Street		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569426	-76.73749272615274	39.80012181018042	Arthur Hafnagel Public Library Of Glen Rock	201-299 Main Street		Glen Rock	PA	17327			42133	York	Library	ArcGIS
569435	-76.97963092015006	39.80020272862065	St Paul's Lutheran Church	101-199 Highway 116		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569436	-76.96096361498806	39.80020545885307	Massage Of Trichotomy	901 York Street		Hanover	PA	17331			42133	York	School	ArcGIS
569451	-76.98689456228918	39.80032634224719	Hanover Area Historical Society	105 High Street		Hanover	PA	17331			42133	York	Museum	ArcGIS
569452	-76.98896092457568	39.800328178093125	Le Gant	215 Poplar Street		Hanover	PA	17331			42133	York	Museum	ArcGIS
569471	-76.98067179772437	39.80047090334662	Trinity United Church Of Christ-Toy Workshop	101-199 Highway 116		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569474	-76.98041091930916	39.80049815859786	Trinity United Church Of Christ Office	100-198 Highway 116		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569475	-76.98041091930916	39.80049815859786	Trinity Nursery School	100-198 Highway 116		Hanover	PA	17331			42133	York	School	ArcGIS
569476	-76.72852819628785	39.800540006470676	Glen Rock Methodist Cemetery	350-368 Church Street		Glen Rock	PA	17327			42133	York	Cemetery	ArcGIS
569478	-76.98600728382509	39.80056363710301	Hanover Child Development Centers	70-108 West Chestnut Street		Hanover	PA	17331			42133	York	School	ArcGIS
569479	-76.98600728382509	39.80056363710301	Discovery Place Preschool	70-108 West Chestnut Street		Hanover	PA	17331			42133	York	School	ArcGIS
569483	-76.98594453555236	39.80060181328395	St Matthew Lutheran Church	2 North Franklin Street		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569510	-76.98350182484842	39.80077546548056	Kyatic Tat	7-15 Highway 194		Hanover	PA	17331			42133	York	Place of Worship	ArcGIS
569513	-76.981931799987	39.80082818721009	Tallman Will	1-99 Highway 116		Hanover	PA	17331			42133	York	Government Office	ArcGIS
569514	-76.981931799987	39.80082818721009	York County Probation Department	1-99 Highway 116		Hanover	PA	17331			42133	York	Government Office	ArcGIS
