OBJECTID,LONGITUDE,LATITUDE,POI_NAME,Address_1,Address_2,CITY,STATE,ZIP,RESERVED_1,RESERVED_2,RESERVED_3,COUNTY,POI_TYPE
242,33.83284591778863,-84.33696674340632,Salvation Army Atlanta Temple Corps,2090 N. Druid Hills Rd,,Atlanta,GA,30329,,,,,
243,33.83036245307494,-84.34144736457642,Salvation Army Metro Command,"1190 West Druid Hills Drive
Suite 150",,Atlanta,GA,30329,,,,,
244,34.02754054818496,-84.42563858873638,Second Wind Dreams,"4343 Shallowford Road
Suite E6",,Marietta,GA,30062,,,,,
245,33.84644309477119,-84.3571654194194,Securities and Exchange Commission,"950 East Paces Ferry, NE",,Atlanta,GA,30326,,,,,
246,33.81169320266514,-84.37542922646071,Southeast ADA Center,1419 Mayson Street,,Atlanta,GA,30324,,,,,
247,33.77576420210147,-84.30071929749681,"Statewide Independent Living Council of Georgia, Inc.","315 West Ponce de Leon Avenue
Suite 600",,Decatur,GA,30030,,,,,
248,33.88685128062957,-84.38185034957411,Susan G. Komen Breast Cancer Foundation - Georgia,4840 Roswell Road,,Atlanta,GA,30342,,,,,
249,33.76748344824534,-84.38518774496424,Task Force For The Homeless,"477 Peachtree Street, NE",,Atlanta,GA,30308,,,,,
250,33.832997642110115,-84.3239012895537,The ALS Association of Georgia,"1955 Cliff Valley Way
Suite 116",,Atlanta,GA,30329,,,,,
251,33.973946557945965,-84.0097738910963,The C3 Center,1065 Wather Boulevard,,Lawrenceville,GA,30606,,,,,
252,33.7006334419425,-84.39517914796829,The Council on Aging,"215 Lakewood Way SW
Suite 105",,Atlanta,GA,30315,,,,,
253,33.762514297128064,-84.33779582402985,The Health Initiative,"1530 Dekalb Avenue
Suite A",,Atlanta,GA,30307,,,,,
254,33.79087796079756,-84.38548020784577,The Regional Council of Churches of Atlanta,1328 Peachtree Street,,Atlanta,GA,30309,,,,,
255,33.754622875200994,-84.3852503613237,United Way of Greater Atlanta,"100 Edgewood Avenue, NE",,Atlanta,GA,30303,,,,,
256,33.756128301603894,-84.38993802539721,VSA Arts of Georgia,"Healey Building
Suite R-1
57 Forsyth Street",,Atlanta,GA,30303,,,,,
257,33.79595131111148,-84.21296478027557,World Relief Atlanta,655 Village Square Drive,,Stone Mountain,GA,30083,,,,,
258,33.78038317333289,-84.35337306479147,YWCA of Greater Atlanta,957 North Highland Avenue,,Atlanta,GA,30306,,,,,
1086,33.75515337745554,-84.3845066146946,Atlanta Regional Commission,"Aging Division
40 Courtland Street, N.E.",,Atlanta,GA,30303,,,,,
1087,33.924226258116676,-84.31470736176635,AVIV Older Adult Services - Jewish Family & Career Services,4549 Chamblee Dunwoody Road,,Atlanta,GA,30338,,,,,
1088,33.89131225693882,-84.28642388313528,Center For Pan Asian Community Service,3510 Shallowford Road,,Atlanta,GA,30341,,,,,
1089,34.19473246428032,-84.49784200151475,Cherokee County Senior Services,884 Univeter Road,,Canton,GA,30115,,,,,
1090,33.554096247736936,-84.36246376176854,Clayton County Aging Program,877 Battle Creek Road,,Jonesboro,GA,30236,,,,,
1091,33.92524779090911,-84.57372749764471,Cobb Senior Services,"1150 Powder Springs Street, Ste. 100",,Marietta,GA,30064,,,,,
1092,33.75068489952207,-84.73663513991744,Douglas Senior Services,6287 Fairburn Road,,Douglasville,GA,30134,,,,,
1093,33.714199420165926,-84.1654573014298,DeKalb County Office of Senior Affairs,"Lou Walker Multipurpose Facility for Active Older Adults
2538 Panola Road",,Lithonia,GA,30058,,,,,
1094,33.44188303486129,-84.44798860096176,Fayette Senior Services,4 Center Drive,,Fayetteville,GA,30214,,,,,
1095,33.757476169782535,-84.38759202659429,Fulton County Office Of Aging,"137 Peachtree Street
Main Floor",,Atlanta,GA,30303,,,,,
1096,33.75602337693118,-84.38038429527518,Grady Hospital - 60 Plus Senior Helpline,"80 Jesse Hill Jr. Drive, S.E.
Armstrong Building",,Atlanta,GA,30303,,,,,
1097,33.949858670875585,-83.98842167487771,Gwinnett Coalition for Health and Human Services,"750 South Perry Street
Suite 312",,Lawrenceville,GA,30046,,,,,
1098,33.98572514853703,-83.97801755036807,Gwinnett County Senior Services,567 Swanson Drive,,Lawrenceville,GA,30043,,,,,
1099,33.44308800140419,-84.12512795303633,Henry County Senior Citizens Services,1050 Florence McGarity Blvd,,McDonough,GA,30252,,,,,
1100,33.82945366887486,-84.34520718403735,Latin American Association - Atlanta Outreach Center,2750 Buford Highway,,Atlanta,GA,30324,,,,,
1101,33.94282087112765,-84.21064081818542,Latin American Association - Norcross Outreach Center,128 Lawrenceville St.,,Norcross,GA,30071,,,,,
1102,33.66761328727898,-84.02663118190571,Rockdale County Senior Services,1240 Dogwood Drive S.E.,,Conyers,GA,30012,,,,,
1103,33.80857720351952,-84.39370361823023,Sixty Plus Older Adult Services - Piedmont Atlanta Hospital,1968 Peachtree Road NW,,Atlanta,GA,30309,,,,,
1104,33.762514297128064,-84.33779582402985,The Health Initiative,"1530 Dekalb Avenue
Suite A",,Atlanta,GA,30307,,,,,
