OBJECTID	LONGITUDE	LATITUDE	FACNAME	ADDRESS_1	ADDRESS_2	CITY	STATE	ZIP	AREACODE	PHONE	FIPS	COUNTY	TYPE	METHOD
6602	-84.09944124	33.88574611	Knight Elementary School	401 North River Road		Lilburn	Georgia	30047	770	921-2400	13135	Gwinnett	Elementary School	Local
6603	-84.10727674	33.92675415	Sweetwater Middle School	3500 Cruse Road		Lawrenceville	Georgia	30045	770	923-4131	13135	Gwinnett	Middle School	Local
6604	-84.06940458	33.88384251	Five Forks Middle School	3250 River Drive		Lawrenceville	Georgia	30044	770	972-1506	13135	Gwinnett	Middle School	Local
6605	-84.17334761	33.93479915	Beaver Ridge Elementary School	1978 Beaver Ruin Road		Norcross	Georgia	30071	770	447-6307	13135	Gwinnett	Elementary School	Local
6606	-84.06786356	33.80277647	Annistown Elementary School	3150 Spain Road		Snellville	Georgia	30039	770	979-2950	13135	Gwinnett	Elementary School	Local
6607	-84.07153334	33.82654192	Shiloh Middle School	4285 Shiloh Road		Snellville	Georgia	30039	770	972-3224	13135	Gwinnett	Middle School	Local
6608	-84.14698813	33.90731799	Hopkins Elementary School	1315 Dickens Road		Lilburn	Georgia	30047	770	564-2661	13135	Gwinnett	Elementary School	Local
6609	-84.04150369	33.88076786	Brookwood Elementary School	1330 Hollybrook Road		Snellville	Georgia	30078	770	736-4360	13135	Gwinnett	Elementary School	Local
6610	-84.00917782	33.80921164	Norton Elementary School	3050 Carson Road		Snellville	Georgia	30039	770	985-1933	13135	Gwinnett	Elementary School	Local
6611	-84.12928017	33.91716751	Minor Elementary School	4129 Shady Drive		Lilburn	Georgia	30047	770	925-9543	13135	Gwinnett	Elementary School	Local
6612	-84.02643625	33.97702026	McKendree Elementary School	1600 Riverside Parkway		Lawrenceville	Georgia	30043	678	377-8933	13135	Gwinnett	Elementary School	Local
6613	-84.07620981	33.82836167	Shiloh Elementary School	2400 Ross Road		Snellville	Georgia	30039	770	985-6883	13135	Gwinnett	Elementary School	Local
6614	-84.19888274	33.87617863	Nesbit Elementary School	6575 Cherokee Drive		Tucker	Georgia	30084	770	414-2740	13135	Gwinnett	Elementary School	Local
6615	-83.9241336	34.04451368	Fort Daniel Elementary School	1725 Auburn Road		Dacula	Georgia	30019	770	932-7400	13135	Gwinnett	Elementary School	Local
6616	-84.03971127	34.0998114	Sugar Hill Elementary School	939 Level Creek Road		Buford	Georgia	30518	770	945-5735	13135	Gwinnett	Elementary School	Local
6617	-84.10367606	34.01372133	Hull Middle School	1950 Old Peachtree Road		Duluth	Georgia	30096	770	232-3200	13135	Gwinnett	Middle School	Local
6618	-84.11821713	33.99634933	M. H. Mason Elementary School	3030 Bunten Road		Duluth	Georgia	30096	770	232-3370	13135	Gwinnett	Elementary School	Local
6619	-84.03619418	34.1061019	T. Carl Buice Center	1160 Level Creek Road		Buford	Georgia	30518	770	271-5060	13135	Gwinnett	Elementary School	Local
6620	-84.23119324	33.94391633	Susan Stripling Elementary School	6155 Atlantic Boulevard		Norcross	Georgia	30071	770	582-7577	13135	Gwinnett	Elementary School	Local
6621	-84.07421146	33.89591972	Gwin Oaks Elementary School	400 Gwin Oaks Drive		Lawrenceville	Georgia	30044	770	972-3110	13135	Gwinnett	Elementary School	Local
6622	-83.89511893	33.99153507	Dacula Middle School	137 Dacula Road		Dacula	Georgia	30019	770	963-1110	13135	Gwinnett	Middle School	Local
6623	-84.13924415	33.87132647	Arcado Elementary School	5150 Arcado Road		Lilburn	Georgia	30047	770	925-2100	13135	Gwinnett	Elementary School	Local
6624	-84.02251468	33.92778405	Cedar Hill Elementary School	3615 Sugarloaf Parkway		Lawrenceville	Georgia	30044	770	962-5015	13135	Gwinnett	Elementary School	Local
6625	-84.00483665	33.89062897	Pharr Elementary School	1500 North Road		Snellville	Georgia	30078	770	985-0244	13135	Gwinnett	Elementary School	Local
6626	-83.95724513	33.9374467	Simonton Elementary School	275 Simonton Road		Lawrenceville	Georgia	30045	770	513-6637	13135	Gwinnett	Elementary School	Local
6627	-84.06136297	33.98756782	Jackson Elementary School	1970 Sever Road		Lawrenceville	Georgia	30043	770	682-4200	13135	Gwinnett	Elementary School	Local
6628	-83.94171869	33.83863083	Magill Elementary School	3900 Brushy Fork Road		Loganville	Georgia	30052	770	554-1030	13135	Gwinnett	Elementary School	Local
6629	-84.05316149	33.79283135	Partee Elementary School	4350 Campbell Road		Snellville	Georgia	30039	770	982-6920	13135	Gwinnett	Elementary School	Local
6630	-84.22845495	33.99895856	Simpson Elementary School	4525 East Jones Bridge Road		Norcross	Georgia	30092	770	417-2400	13135	Gwinnett	Elementary School	Local
6631	-84.08329049	33.9418717	Kanoheda Elementary School	1025 Herrington Road		Lawrenceville	Georgia	30044	770	682-4221	13135	Gwinnett	Elementary School	Local
6632	-83.91644318	33.89418778	McConnell Middle School	550 Ozora Road		Loganville	Georgia	30052	770	554-1000	13135	Gwinnett	Middle School	Local
6633	-83.99574271	34.01041779	Taylor Elementary School	600 Taylor School Drive		Lawrenceville	Georgia	30043	770	338-4680	13135	Gwinnett	Elementary School	Local
6634	-83.97125209	33.98440932	Dyer Elementary School	713 Hi-Hope Road		Lawrenceville	Georgia	30043	770	963-6214	13135	Gwinnett	Elementary School	Local
6635	-84.19557934	33.89951337	Rockbridge Elementary School	6066 Rockbridge School Road		Norcross	Georgia	30093	770	448-9363	13135	Gwinnett	Elementary School	Local
6636	-84.08625047	33.92542652	Bethesda Elementary School	525 Bethesda School Road		Lawrenceville	Georgia	30045	770	921-2000	13135	Gwinnett	Elementary School	Local
6637	-83.95671884	33.89157115	Grayson Elementary School	460 Grayson Parkway		Grayson	Georgia	30017	770	963-7189	13135	Gwinnett	Elementary School	Local
6638	-83.98007973	34.09728229	Harmony Elementary School	3946 South Bogan Road		Buford	Georgia	30518	770	945-7272	13135	Gwinnett	Elementary School	Local
6639	-84.11484558	33.84038543	Mountain Park Elementary School	1500 Pounds Road		Lilburn	Georgia	30047	770	921-2224	13135	Gwinnett	Elementary School	Local
6640	-84.00236535	33.83332837	Snellville Middle School	3155 Pate Road		Snellville	Georgia	30078	770	972-1530	13135	Gwinnett	Middle School	Local
6641	-84.01084899	33.85348517	Britt Elementary School	2503 Skyland Drive		Snellville	Georgia	30078	770	972-4500	13135	Gwinnett	Elementary School	Local
6642	-84.11477661	33.86185446	Camp Creek Elementary School	958 Cole Drive		Lilburn	Georgia	30047	770	921-1626	13135	Gwinnett	Elementary School	Local
6643	-84.2069854	33.94596097	Norcross Elementary School	150 Hunt Street		Norcross	Georgia	30071	770	448-2188	13135	Gwinnett	Elementary School	Local
6644	-84.20474226	33.93850692	Summerour Middle School	585 Mitchell Road		Norcross	Georgia	30071	770	448-3045	13135	Gwinnett	Middle School	Local
6645	-84.14312733	34.00442896	Duluth Middle School	3057 Main Street		Duluth	Georgia	30096	770	476-3372	13135	Gwinnett	Middle School	Local
6646	-83.99509391	33.94614413	Lawrenceville Elementary School	122 Gwinnett Drive		Lawrenceville	Georgia	30045	770	963-1813	13135	Gwinnett	Elementary School	Local
6647	-84.23710617	33.96374901	Peachtree Elementary School	5995 Crooked Creek Road		Norcross	Georgia	30092	770	448-8710	13135	Gwinnett	Elementary School	Local
6648	-84.05470998	34.04943076	Suwanee Elementary School	3875 Smithtown Road		Suwanee	Georgia	30024	770	945-5763	13135	Gwinnett	Elementary School	Local
6649	-84.1536558	33.8920403	Lilburn Elementary School	531 Lilburn School Road		Lilburn	Georgia	30047	770	921-7707	13135	Gwinnett	Elementary School	Local
6650	-84.09751161	34.09383026	Riverside Elementary School	5445 Settles Bridge Road		Suwanee	Georgia	30024	678	482-1000	13135	Gwinnett	Elementary School	Local
6651	-84.13475798	33.98772039	Harris Elementary School	3123 Clairborne Drive		Duluth	Georgia	30096	770	476-2241	13135	Gwinnett	Elementary School	Local
6652	-84.16607685	33.92169189	Meadowcreek Elementary School	5025 Georgia Belle Court		Norcross	Georgia	30093	770	931-5701	13135	Gwinnett	Elementary School	Local
6653	-84.14384419	33.88708868	Lilburn Middle School	4994 Lawrenceville Highway		Lilburn	Georgia	30047	770	921-1776	13135	Gwinnett	Middle School	Local
6654	-83.99066949	33.61345679	Peek's Chapel Elementary School	2800 Avalon Parkway		Conyers	Georgia	30013	770	761-1842	13247	Rockdale	Elementary School	Local
6655	-84.02169763	33.59764473	Honey Creek Elementary School	700 Honey Creek Road		Conyers	Georgia	30094	770	483-5706	13247	Rockdale	Elementary School	Local
6656	-84.02827491	33.56839765	Barksdale Elementary School	596 Oglesby Bridge Road		Conyers	Georgia	30094	770	483-9514	13247	Rockdale	Elementary School	Local
6657	-84.0488895	33.62200172	Sims Elementary School	1821 Walker Road		Conyers	Georgia	30094	770	922-0666	13247	Rockdale	Elementary School	Local
6658	-84.06188169	33.65554825	Shoal Creek Elementary School	1300 McWilliams Road		Conyers	Georgia	30094	770	929-1430	13247	Rockdale	Elementary School	Local
6659	-84.095924	33.59777058	Lorraine Elementary School	3343 East Fairview Road		Stockbridge	Georgia	30281	770	483-0657	13247	Rockdale	Elementary School	Local
6660	-84.00471491	33.68378814	Conyers Middle School	400 Sigman Road		Conyers	Georgia	30012	770	483-3371	13247	Rockdale	Middle School	Local
6661	-83.99024227	33.60266491	Memorial Middle School	3205 Underwood Road		Conyers	Georgia	30013	770	922-0139	13247	Rockdale	Middle School	Local
6662	-84.03664376	33.62345122	Edwards Middle School	2633 Stanton Road		Conyers	Georgia	30094	770	483-3255	13247	Rockdale	Middle School	Local
6663	-83.99172952	33.63262192	Flat Shoals Elementary School	1455 Flat Shoals Road		Conyers	Georgia	30013	770	483-5136	13247	Rockdale	Elementary School	Local
6664	-84.01551795	33.66847222	Pine Street Elementary School	960 Pine Street		Conyers	Georgia	30012	770	483-8713	13247	Rockdale	Elementary School	Local
6665	-84.0076907	33.66913985	Hicks Elementary School	930 Rowland Road		Conyers	Georgia	30012	770	483-4410	13247	Rockdale	Elementary School	Local
6666	-84.00733181	33.72203072	House Elementary School	2930 Highway 20 NE		Conyers	Georgia	30012	770	483-9504	13247	Rockdale	Elementary School	Local
6667	-83.96213499	33.69321068	Hightower Trail Elementary School	2510 Highway 138		Conyers	Georgia	30013	770	388-0751	13247	Rockdale	Elementary School	Local
6668	-84.33068183	33.52206214	M. D. Roberts Middle School	1905 Walt Stephens Road		Jonesboro	Georgia	30236	678	479-0100	13063	Clayton	Middle School	Local
6669	-84.39405099	33.53506864	Callaway Elementary School	120 Oriole Dr.		Jonesboro	Georgia	30238	678	479-2600	13063	Clayton	Elementary School	Geocode
6670	-84.35740219	33.54857352	Kilpatrick Elementary School	7534 Tara Road		Jonesboro	Georgia	30236	770	473-2790	13063	Clayton	Elementary School	Local
6671	-84.35141723	33.48842227	Mundy's Mill Middle School	1251 Mundy's Mill Road		Jonesboro	Georgia	30238	770	473-2880	13063	Clayton	Middle School	Geocode
6672	-84.36402885	33.49341963	Brown Elementary School	9771 Poston Road		Jonesboro	Georgia	30236	770	473-2785	13063	Clayton	Elementary School	Geocode
6673	-84.2932509	33.55591707	Mount Zion Elementary School	2984 Mount Zion Road		Jonesboro	Georgia	30236	770	968-2935	13063	Clayton	Elementary School	Local
6674	-84.28470635	33.59066374	Adamson Middle School	3187 Rex Road		Rex	Georgia	30273	770	968-2925	13063	Clayton	Middle School	Geocode
6675	-84.41207856	33.52193835	Pointe South Elementary School	"631 Flint River Road, SW"		Riverdale	Georgia	30274	770	473-2900	13063	Clayton	Elementary School	Geocode
6676	-84.35850517	33.4555739	Kemp Elementary School	10990 Folsom Road		Hampton	Georgia	30228	770	473-2870	13063	Clayton	Elementary School	Geocode
6677	-84.33990442	33.44151304	Lovejoy Middle School	1588 Lovejoy Road		Lovejoy	Georgia	30250	770	473-2933	13063	Clayton	Middle School	Geocode
6678	-84.44623553	33.57731261	Oliver Elementary School	1725 Cheryl Leigh Drive		Riverdale	Georgia	30296	770	994-4010	13063	Clayton	Elementary School	Geocode
6679	-84.41179631	33.52191554	Pointe South Middle School	"626 Flint River Road, SW"		Jonesboro	Georgia	30238	770	473-2890	13063	Clayton	Middle School	Geocode
6680	-84.29815656	33.61185452	East Clayton Elementary School	2750 Ellenwood Road		Ellenwood	Georgia	30049	404	362-3885	13063	Clayton	Elementary School	Geocode
6681	-84.35654005	33.52430881	Lee Street Elementary School	178 Lee Street		Jonesboro	Georgia	30236	770	473-2815	13063	Clayton	Elementary School	Local
6682	-84.4464801	33.60679634	Northcutt Elementary School	5451 West Fayetteville Road		College Park	Georgia	30349	770	994-4020	13063	Clayton	Elementary School	Geocode
6683	-84.36010049	33.57199379	Tara Elementary School	937 Mount Zion Road		Morrow	Georgia	30260	770	968-2915	13063	Clayton	Elementary School	Local
6684	-84.35968803	33.62133416	Forest Park Middle School	930 Finley Drive		Forest Park	Georgia	30297	404	362-3840	13063	Clayton	Middle School	Geocode
6685	-84.35768882	33.52507797	Jonesboro Middle School	137 Spring Street		Jonesboro	Georgia	30236	770	473-2805	13063	Clayton	Middle School	Geocode
6686	-84.40859228	33.57320793	Riverdale Elementary School	6630 Camp Street		Riverdale	Georgia	30274	770	994-4015	13063	Clayton	Elementary School	Geocode
6687	-84.43205231	33.60312272	West Clayton Elementary School	5580 Riverdale Road		College Park	Georgia	30349	770	994-4005	13063	Clayton	Elementary School	Geocode
6688	-84.3716052	33.61360564	Fountain Elementary School	5215 West Street		Forest Park	Georgia	30297	404	362-3875	13063	Clayton	Elementary School	Geocode
6689	-84.35176104	33.60322561	Babb Middle School	5500 Reynolds Road		Forest Park	Georgia	30297	404	362-3880	13063	Clayton	Middle School	Geocode
6690	-84.44641915	33.60521311	North Clayton Middle School	5517 West Fayetteville Road		College Park	Georgia	30349	770	994-4025	13063	Clayton	Middle School	Geocode
6691	-84.35215779	33.58680722	Haynie Elementary School	1169 Morrow Road		Morrow	Georgia	30260	770	968-2905	13063	Clayton	Elementary School	Geocode
6692	-84.31568929	33.59166333	Morrow Middle School	5968 Maddox Road		Morrow	Georgia	30260	404	362-3860	13063	Clayton	Middle School	Geocode
6693	-84.41689262	33.56364064	Church Street Elementary School	7013 Church Street		Riverdale	Georgia	30274	770	994-4000	13063	Clayton	Elementary School	Geocode
6694	-84.3703915	33.63245761	Hendrix Drive Elementary School	4475 Hendrix Drive		Forest Park	Georgia	30297	404	362-3835	13063	Clayton	Elementary School	Geocode
6695	-84.35650655	33.60715092	Lake City Elementary School	5354 Phillips Drive		Lake City	Georgia	30260	404	362-3855	13063	Clayton	Elementary School	Geocode
6696	-84.34584821	33.51414106	Suder Elementary School	1400 Lake Jodeco Road		Jonesboro	Georgia	30236	770	473-2820	13063	Clayton	Elementary School	Geocode
6697	-84.31981621	33.58226761	William M. McGarrah Elementary School	2201 Lake Harbin Road		Morrow	Georgia	30260	770	968-2910	13063	Clayton	Elementary School	Geocode
6698	-84.22721854	33.66747659	Narvie Harris Elementary School	3981 McGill Drive		Decatur	Georgia	30034	678	676-9202	13089	DeKalb	Elementary School	Geocode
6699	-84.2617261	33.78007518	Avondale Middle School	3131 Old Rockbridge Road		Avondale Estates	Georgia	30002	678	875-0102	13089	DeKalb	Middle School	Geocode
6700	-84.31087457	33.94694905	Vanderlyn Elementary School	1877 Vanderlyn Drive		Dunwoody	Georgia	30338	678	874-9002	13089	DeKalb	Elementary School	Geocode
6701	-84.33625757	33.95872488	Austin Elementary School	5435 Roberts Drive		Dunwoody	Georgia	30338	678	874-8102	13089	DeKalb	Elementary School	Geocode
6702	-84.17892417	33.77042395	Eldridge L. Miller Elementary School	919 Martin Road		Stone Mountain	Georgia	30088	678	676-3302	13089	DeKalb	Elementary School	Geocode
6703	-84.16692349	33.72659668	Panola Way Elementary School	2170 Panola Way Court		Lithonia	Georgia	30058	678	676-9302	13089	DeKalb	Elementary School	Geocode
6704	-84.29469267	33.93091212	Peachtree Middle School	4664 North Peachtree Road		Atlanta	Georgia	30338	678	676-7702	13089	DeKalb	Middle School	Geocode
6705	-84.1215436	33.77454761	Pine Ridge Elementary School	750 Pine Ridge Drive		Stone Mountain	Georgia	30087	678	676-3402	13089	DeKalb	Elementary School	Geocode
6706	-84.18787366	33.67792522	Browns Mill Elementary School	4863 Browns Mill Road		Lithonia	Georgia	30058	678	676-8302	13089	DeKalb	Elementary School	Geocode
6707	-84.21510304	33.67874925	Chapel Hill Middle School	3535 Dogwood Farm Road		Decatur	Georgia	30034	678	676-8502	13089	DeKalb	Middle School	Geocode
6708	-84.15346498	33.72925183	Marbut Elementary School	5776 Marbut Road		Lithonia	Georgia	30058	678	676-8802	13089	DeKalb	Elementary School	Geocode
6709	-84.19398517	33.78351212	Freedom Middle School	505 S. Hairston Road		Stone Mountain	Georgia	30088	678	874-8702	13089	DeKalb	Middle School	Geocode
6710	-84.19866979	33.78884499	Rockbridge Elementary School	445 Halwick Way		Stone Mountain	Georgia	30083	678	676-6102	13089	DeKalb	Elementary School	Geocode
6711	-84.32910893	33.82734693	Kittredge Magnet Elementary School	"2383 North Druid Hills Road, NE"		Atlanta	Georgia	30329	678	874-6602	13089	DeKalb	Elementary School	Geocode
6712	-84.27022533	33.89127743	Sequoyah Middle School	3456 Aztec Drive		Doraville	Georgia	30340	678	676-7902	13089	DeKalb	Middle School	Geocode
6713	-84.17021141	33.67847836	Salem Middle School	5333 Salem Road		Lithonia	Georgia	30058	678	676-9402	13089	DeKalb	Middle School	Geocode
6714	-84.14627066	33.76424411	Shadow Rock Elementary School	1040 Kingway Drive		Lithonia	Georgia	30058	678	676-3902	13089	DeKalb	Elementary School	Geocode
6715	-84.18593583	33.68892659	"Edward L. Bouie, Sr. Elementary School"	5100 Rock Springs Road		Lithonia	Georgia	30038	678	676-8202	13089	DeKalb	Elementary School	Geocode
6716	-84.31439183	33.92859259	Chamblee Middle School	4680 Chamblee Dunwoody Road		Atlanta	Georgia	30341	678	874-8202	13089	DeKalb	Middle School	Geocode
6717	-84.25156363	33.69796002	Columbia Middle School	3001 Columbia Drive		Decatur	Georgia	30035	678	875-0502	13089	DeKalb	Middle School	Geocode
6718	-84.16393302	33.6966401	Fairington Elementary School	5505 Philip Bradley Drive		Decatur	Georgia	30038	678	676-8702	13089	DeKalb	Elementary School	Geocode
6719	-84.25418842	33.78717054	Robert Shaw Theme Elementary School	385 Glendale Road		Scottdale	Georgia	30079	678	676-6002	13089	DeKalb	Elementary School	Geocode
6720	-84.19440441	33.73117836	Mary McLeod Bethune Middle School	5200 Covington Hwy.		Decatur	Georgia	30035	678	875-0302	13089	DeKalb	Middle School	Geocode
6721	-84.12963892	33.69295875	Academy of Lithonia Charter School	3235 Evans Mill Road		Lithonia	Georgia	30058	678	526-9655	13089	DeKalb	Elementary School	Geocode
6722	-84.61080167	33.88214096	Hollydale Elementary School	2901 Bayberry Dr		Marietta	Georgia	30008	770	528-6777	13067	Cobb	Elementary School	Local
6723	-84.49476601	34.05899034	Keheley Elementary School	1985 Kemp Rd		Marietta	Georgia	30066	770	591-6813	13067	Cobb	Elementary School	Local
6724	-84.6286924	34.03217304	Kennesaw Elementary School	3155 Jiles Rd		Kennesaw	Georgia	30144	770	528-6584	13067	Cobb	Elementary School	Local
6725	-84.51015481	34.00076691	Kincaid Elementary School	1410 Kincaid Rd		Marietta	Georgia	30066	770	509-6047	13067	Cobb	Elementary School	Local
6726	-84.52310981	33.85474404	King Springs Elementary School	1041 Reed Rd		Smyrna	Georgia	30082	770	319-3757	13067	Cobb	Elementary School	Local
6727	-84.55490863	33.89634714	LaBelle Elementary School	230 Cresson Dr		Marietta	Georgia	30060	770	319-3764	13067	Cobb	Elementary School	Local
6728	-84.67286704	34.01470947	Lewis Elementary School	4179 Jim Owens Rd		Kennesaw	Georgia	30152	770	975-4293	13067	Cobb	Elementary School	Local
6729	-84.58263362	33.82440199	Mableton Elementary School	5220 Church St		Mableton	Georgia	30126	770	732-5651	13067	Cobb	Elementary School	Local
6730	-84.57794974	33.89519887	Milford Elementary School	2390 Austell Rd		Marietta	Georgia	30008	770	319-3771	13067	Cobb	Elementary School	Local
6731	-84.41765612	33.97960677	Mt.Bethel Elementary School	1210 Johnson Ferry Rd		Marietta	Georgia	30068	770	509-6063	13067	Cobb	Elementary School	Local
6732	-84.46328746	34.03422533	Mountain View Elementary School	3448 Sandy Plains Rd		Marietta	Georgia	30062	770	509-6055	13067	Cobb	Elementary School	Local
6733	-84.4622801	34.00692376	Murdock Elementary School	2320 Murdock Rd		Marietta	Georgia	30062	770	509-6069	13067	Cobb	Elementary School	Local
6734	-84.50513479	34.05197139	Nicholson Elementary School	1599 Shallowford Rd		Marietta	Georgia	30066	770	591-6849	13067	Cobb	Elementary School	Local
6735	-84.51587669	33.84351362	Nickajack Elementary School	4555 Mavell Rd		Smyrna	Georgia	30082	770	319-3966	13067	Cobb	Elementary School	Local
6736	-84.55039937	33.8797647	Norton Park Elementary School	3041 Gray Rd		Smyrna	Georgia	30082	770	319-3784	13067	Cobb	Elementary School	Local
