OBJECTID,LONGITUDE,LATITUDE,POI_NAME,Address_1,Address_2,CITY,STATE,ZIP,RESERVED_1,RESERVED_2,RESERVED_3,COUNTY,POI_TYPE
862,33.75780717,-84.38847148,Atlanta-Fulton County Public Library System Central Library & Headquarters,1 Margaret Mitchell Square,,Atlanta,GA,30303,,,,,
863,33.75542909,-84.38409003,Auburn Avenue Research Library on African American Culture and History,"101 Auburn Avenue, N.E.",,Atlanta,GA,30303,,,,,
864,34.34050908,-84.37772664,Ball Ground Public Library,435 Old Canton Road,,Ball Ground,GA,30107,,,,,
865,33.77704855,-84.47502875,Bowen/Bankhead Branch,"2685 Donald Lee Hollowell Pkwy, NW",,Atlanta,GA,30318,,,,,
866,33.85694591,-84.3399384,Brookhaven Library Branch,1242 North Druid Hills Road,,Atlanta,GA,30319,,,,,
867,33.28948514,-84.45917119,Brooks Public Library,958 Highway 85 Connector,,Brooks,GA,30205,,,,,
868,33.83806745,-84.37881243,Buckhead Library Branch,269 Buckhead Avenue,,Atlanta,GA,30305,,,,,
869,34.11047688,-83.99920164,Buford-Sugar Hill Library Branch,2100 Buford Highway,,Buford,GA,30518,,,,,
870,33.70063344,-84.39517915,Carver Homes Library Branch,215 Lakewood Way,,Atlanta,GA,30315,,,,,
871,33.81751413,-84.05059907,Centerville Branch,3025 Bethany Church Road,,Snellville,GA,30039,,,,,
872,33.88219846,-84.30931579,Chamblee Library Branch,4115 Clairmont Road,,Chamblee,GA,30341,,,,,
873,33.80561797,-84.23958127,Clarkston Library Branch,951 North Indian Creek Drive,,Clarkston,GA,30021,,,,,
874,33.68122342,-84.38955894,Cleveland Library Branch,47 Cleveland Avenue,,Atlanta,GA,30315,,,,,
875,33.65553407,-84.44928011,College Park Library Branch,3647 Main Street,,College Park,GA,30337,,,,,
876,34.01635903,-84.00263224,Collins Hill Library Branch,455 Camp Perrin Road,,Lawrenceville,GA,30043,,,,,
877,33.76720068,-84.25120788,Covington Library Branch,3500 Covington Highway,,Decatur,GA,30032,,,,,
878,33.99478517,-83.90031458,Dacula Branch - Gwinnett Public Library System,265 Dacula Road,,Dacula,GA,30019,,,,,
879,33.77442766,-84.29455338,Decatur - Main Library DeKalb County Public Library,215 Sycamore Street,,Decatur,GA,30030,,,,,
880,33.6403987,-84.83086193,Dog River Public Library,6100 Georgia Highway 5,,Douglasville,GA,30135,,,,,
881,33.77440759,-84.44633936,Dogwood Library Branch,1838 Donald L Hollowell Parkway NW,,Atlanta,GA,30318,,,,,
882,33.90160564,-84.27831383,Doraville Library Branch,3748 Central Avenue,,Doraville,GA,30340,,,,,
883,33.74251935,-84.75288077,Douglas County Public Library,6810 Selman Drive,,Douglasville,GA,30134,,,,,
884,34.0012626,-84.15872637,Duluth Library Branch,3480 Duluth Park Lane,,Duluth,GA,30096,,,,,
885,33.94472229,-84.33261546,Dunwoody Library Branch,5339 Chamblee-Dunwoody Road,,Dunwoody,GA,30338,,,,,
886,33.74337072,-84.34841473,East Atlanta Library Branch,"400 Flat Shoals Avenue, S.E.",,Atlanta,GA,30316,,,,,
887,33.96604727,-84.40962193,East Cobb Library,4880 Lower Roswell Road; Suite 510,,Marietta,GA,30068,,,,,
888,33.94962902,-84.49240703,East Marietta Library Branch,2051 Lower Roswell Road,,Marietta,GA,30068,,,,,
889,33.68008811,-84.44027888,East Point Library Branch,2757 Main Street,,East Point,GA,30344,,,,,
890,33.84389599,-84.01315649,Elizabeth H. Williams Library Branch,2740 Lenora Church Road,,Snellville,GA,30078,,,,,
891,33.88342884,-84.24225368,Embry Hills Library Branch,3733 Chamblee-Tucker Road,,Chamblee,GA,30341,,,,,
892,33.56717464,-84.58535741,Fairburn Library Branch,60 Valley View Drive,,Fairburn,GA,30213,,,,,
893,33.60653203,-84.18577165,Fairview  Public Library,28 Austin Road,,Stockbridge,GA,30281,,,,,
894,33.44708935,-84.457307,Fayette County Public Library,1821 Heritage Park Way,,Fayetteville,GA,30214,,,,,
895,33.89296281,-84.05566734,Five Forks Library Branch,2780 Five Forks Trickum Road,,Lawrenceville,GA,30044,,,,,
896,33.69143418,-84.25886471,Flat Shoals Library Branch,4022 Flat Shoals Parkway,,Decatur,GA,30034,,,,,
897,33.62321366,-84.3684752,Forest Park Library Branch,4812 West Street,,Forest Park,GA,30297,,,,,
898,33.38288352,-84.2744394,Fortson Public Library Branch,61 McDonough St,,Hampton,GA,30228,,,,,
899,33.73686345,-84.37954242,Georgia Hill Library Branch,"250 Georgia Avenue, S.E.",,Atlanta,GA,30312,,,,,
900,33.84831347,-84.31540214,Georgia Library For Accessible Services,1800 Century Place,,Atlanta,GA,30345,,,,,
901,33.88723664,-83.96455383,Grayson Library Branch,700 Grayson Parkway,,Grayson,GA,30017,,,,,
902,33.71760227,-84.31025567,Gresham Library,"2418 Gresham Road, N.E.",,Atlanta,GA,30316,,,,,
903,34.02520991,-84.52409066,Gritters Library Branch,880 Shaw Park Road,,Marietta,GA,30066,,,,,
904,33.75994644,-84.19234906,Hairston Crossing Library Branch,4911 Redan Road,,Stone Mountain,GA,30088,,,,,
905,34.06944137,-83.90326308,Hamilton Mill Library Branch,3690 Braselton Highway,,Dacula,GA,30019,,,,,
906,33.65858342,-84.40531239,Hapeville Branch Library Branch,525 King Arnold Street,,Hapeville,GA,30354,,,,,
907,33.55430373,-84.36293145,Headquarters Library of the Clayton County Library System,865 Battle Creek Road,,Jonesboro,GA,30236,,,,,
908,34.1716245,-84.42179085,Hickory Flat Public Library Branch,2740 East Cherokee Drive,,Canton,GA,30115,,,,,
909,33.5227047,-84.35695009,Jonesboro Library Branch,124 Smith Street,,Jonesboro,GA,30236,,,,,
910,34.02425527,-84.615852,Kennesaw Library Branch,2250 Lewis Street,,Kennesaw,GA,30144,,,,,
911,33.96645577,-84.66985806,Kemp Memorial Library Branch,4029 Due West Road,,Marietta,GA,30064,,,,,
912,33.75155281,-84.3214966,Kirkwood Branch Library Branch,11 Kirkwood Road N.E.,,Atlanta,GA,30317,,,,,
913,33.94212529,-84.01317862,Lawrenceville Branch - Gwinnett County Public Library System,1001 Lawrenceville Highway,,Lawrenceville,GA,30046,,,,,
914,33.84429996,-84.49460622,Lewis A. Ray Library Branch,4500 Oakdale Road,,Smyrna,GA,30080,,,,,
915,33.9029088,-84.14525414,Lilburn Library Branch,788 Hillcrest Road NW,,Lilburn,GA,30047,,,,,
916,33.78520172,-84.65942114,Lithia Springs Public Library,7100 Turner Drive,,Lithia Springs,GA,30122,,,,,
917,33.71233344,-84.10930008,Lithonia - Davidson Library Branch,6821 Church Street,,Lithonia,GA,30058,,,,,
918,33.33088148,-84.0857365,Locust Grove Public Library Branch,115 Locust Grove - Griffin Road,,Locust Grove,GA,30248,,,,,
919,33.75873093,-84.37388868,Martin Luther King Jr. Branch,409 John Wesley Dobbs Avenue,,Atlanta,GA,30312,,,,,
920,33.44202314,-84.12675631,McDonough Public Library,1001 Florence McGarity Boulevard,,McDonough,GA,30252,,,,,
921,33.74349015,-84.39550934,Mechanicsville Branch,400 Formwalt Street SW,,Atlanta,GA,30312,,,,,
922,33.58452064,-84.31351809,Morrow Branch Library Branch,6225 Maddox Road,,Morrow,GA,30260,,,,,
923,33.84694258,-84.12191269,Mountain Park Library Branch,1210 Pounds Road S.W.,,Lilburn,GA,30047,,,,,
924,34.03126015,-84.46684995,Mountain View Regional Library,3320 Sandy Plains Road,,Marietta,GA,30066,,,,,
925,33.66583478,-84.01811391,Nancy Guinn Library - Rockdale County Library System,864 Green Street,,Conyers,GA,30012,,,,,
926,34.01490585,-84.22284566,Northeast Spruill Oaks Library Branch,9560 Spruill Road,,Johns Creek,GA,30022,,,,,
927,33.84102769,-84.2613109,Northlake - Barbara Loar Library,3772 LaVista Road,,Tucker,GA,30084,,,,,
928,33.84597979,-84.42731066,Northside Library Branch,3295 Northside Parkway,,Atlanta,GA,30327,,,,,
929,34.0634975,-84.20981032,Ocee Branch,5090 Abbotts Bridge Road,,Johns Creek,GA,30005,,,,,
930,33.93369265,-84.21797129,Norcross Library Branch,6025 Buford Highway,,Norcross,GA,30070,,,,,
931,33.39872821,-84.58310722,Peachtree City Library Branch,201 Willowbend Road,,Peachtree City,GA,30269,,,,,
932,33.9701801,-84.22492122,Peachtree Corners Library Branch,5570 Spalding Drive,,Norcross,GA,30092,,,,,
933,33.79053009,-84.38488256,Peachtree Library Branch,"1315 Peachtree Street, N.E.",,Atlanta,GA,30309,,,,,
934,33.81263925,-84.4695545,Perry Homes Branch,"2121 Hollywood Road, NW",,Atlanta,GA,30318,,,,,
935,33.77396031,-84.3548939,Ponce de Leon Library Branch,980 Ponce de Leon Avenue,,Atlanta,GA,30306,,,,,
936,33.85729047,-84.67604017,Powder Springs Library Branch,"4181 Atlanta Street, Building 1",,Powder Springs,GA,30127,,,,,
937,34.23749205,-84.4693239,R.T. Jones Memorial Library/HeadquartersLibrary H,116 Brown Industrial Parkway,,Canton,GA,30114,,,,,
938,33.5563466,-84.37727677,Riverdale Library Branch,420 Valley Hill Road,,Riverdale,GA,30274,,,,,
939,34.12856087,-84.57117847,Rose Creek Public Library,4476 Towne Lake Parkway,,Woodstock,GA,30189,,,,,
940,34.02529373,-84.35814372,Roswell Library Branch,115 Norcross Street,,Roswell,GA,30075,,,,,
941,33.67841904,-84.17803013,Salem - Panola Library,5137 Salem Road,,Lithonia,GA,30038,,,,,
942,33.92425091,-84.37482154,Sandy Springs Regional Library,395  Mt. Vernon Highway,,Atlanta,GA,30328,,,,,
943,33.73487247,-84.28591294,Scott Candler Library Branch,1917 Candler Road,,Decatur,GA,30032,,,,,
944,33.8098046,-84.39319131,Shepherd Center - Learning Resource Center,2020 Peachtree Road NW,,Atlanta,GA,30309,,,,,
945,33.91502165,-84.54764192,Sibley Library Branch,1539 South Cobb Drive,,Marietta,GA,30060,,,,,
946,33.88581066,-84.51685805,Smyrna City Library,100 Village Green Circle,,Smyrna,GA,30080,,,,,
947,33.82568098,-84.57863578,South Cobb Regional Library,805 Clay Road,,Mableton,GA,30126,,,,,
948,33.58721994,-84.52091083,South Fulton Library Branch,"4055 Flat Shoals Road, S.W.",,Union City,GA,30291,,,,,
949,33.7236711,-84.50862007,Southwest Regional Library Branch,3665 Cascade Road,,Atlanta,GA,30331,,,,,
950,33.69738344,-84.4117028,Stewart Lakewood Library Branch,2893 Lakewood Avenue,,Atlanta,GA,30315,,,,,
951,33.69320711,-84.11039972,Stonecrest Library,3123 Klondike Road,,Lithonia,GA,30038,,,,,
952,33.92637942,-84.57202389,Stratton Library Branch,1100 Powder Springs Road,,Marietta,GA,30064,,,,,
953,33.80638237,-84.17118668,Sue Kellogg Library,952 Leon Street,,Stone Mountain,GA,30083,,,,,
954,34.05689936,-84.06744555,Suwanee Public Library,361 Main Street,,Suwanee,GA,30024,,,,,
955,33.83214644,-84.65428116,Sweetwater Valley Library Branch,"5000 Austell Powder Springs Rd, #123",,Austell,GA,30106,,,,,
956,33.95072737,-84.54476072,Switzer Branch Library - Cobb County Libraries,266 Roswell Street,,Marietta,GA,30060,,,,,
957,33.54796421,-84.23458371,The Cochran Public Library,174 Burke Street,,Stockbridge,GA,30281,,,,,
958,33.70378347,-84.35488647,Thomasville Library Branch,1700 Thomasville Drive,,Atlanta,GA,30315,,,,,
959,33.80867133,-84.30764838,Toco Hill-Avis G. Williams Library,1282 McConnell Drive,,Decatur,GA,30033,,,,,
960,33.85718343,-84.21035439,Tucker-Reid H. Cofer Library Branch,5234 LaVista Road,,Tucker,GA,30084,,,,,
961,33.47703234,-84.5956654,Tyrone Public Library,143 Commerce Drive,,Tyrone,GA,30290,,,,,
962,33.86363025,-84.46482634,Vinings Library Branch,4290 Paces Ferry Road,,Atlanta,GA,30339,,,,,
963,33.75407641,-84.42427955,Washington Park Library Branch,"1116 M.L. King, Jr. Drive",,Atlanta,GA,30314,,,,,
964,33.70398586,-84.22081037,Wesley Chapel - William C. Brown Library,2861 Wesley Chapel Road,,Decatur,GA,30034,,,,,
965,33.99854098,-84.70242869,West Cobb Regional Library,1750 Dennis Kemp Lane,,Kennesaw,GA,30152,,,,,
966,33.74076641,-84.42061927,West End Library Branch,525 Peeples Street S.W.,,Atlanta,GA,30310,,,,,
967,34.11310512,-84.51527038,Woodstock Public Library,7735 Main Street,,Woodstock,GA,30188,,,,,
968,34.10862968,-84.2789422,Alpharetta Adult Activity Center -Alpharetta Rec & Parks Department,13450  Cogburn Road,,Alpharetta,GA,30004,,,,,
969,33.75140472,-84.37487783,Butler Park - City of Atlanta Parks and Recreation,"98 William Holmes Borders Drive, SE",,Atlanta,GA,30312,,,,,
970,34.11524188,-84.51257326,Cherokee County Recreation & Parks Authority,7545 North Main Street; Building 200,,Woodstock,GA,30188,,,,,
971,33.77443535,-84.29421118,City of Decatur Parks and Recreation - Active Living,231 Sycamore Street,,Decatur,GA,30030,,,,,
972,33.76264954,-84.38771518,City of Atlanta Bureau of Recreation,"233 Peachtree Street, NE",,Atlanta,GA,30308,,,,,
973,33.57374476,-84.59672763,Clarence Duncan Park - City of Fairburn,6000 Rivertown Road,,Fairburn,GA,30213,,,,,
974,33.85486352,-84.22054192,Dekalb County Parks -Tucker Recreation Ctr,4898 Lavista Road,,Tucker,GA,30084,,,,,
975,33.77455694,-84.29903935,"DeKalb County Parks, Recreation & Cultural Affairs",1300 Commerce Drive; Suite 300,,Decatur,GA,30030,,,,,
976,33.90651501,-84.2636845,Doraville Recreation Department,3037 Pleasant Valley Road,,Doraville,GA,30340,,,,,
977,33.74727953,-84.68288212,Douglas County Parks and Recreation - Deer Lick Park,2105 Mack Road,,Douglasville,GA,30135,,,,,
978,34.0008473,-84.12175741,Duluth Parks and Recreation,3180 Bunten Road,,Duluth,GA,30096,,,,,
979,33.68247635,-84.43601655,East Point Parks & Recreation - Jefferson Park Recreation Center,1431 Norman Berry Drive,,East Point,GA,30344,,,,,
980,33.73983058,-84.77059065,Douglasville Parks and Recreation,"Hunter Park Community Center
8830 Gurley Road",,Douglasville,GA,30134,,,,,
981,33.42333853,-84.46883386,Fayette County Recreation Department,980 Redwine Road,,Fayetteville,GA,30215,,,,,
982,33.61592954,-84.36809342,Forest Park Parks & Recreation,5087 Park Avenue,,Forest Park,GA,30297,,,,,
983,33.91468706,-84.08483726,Gwinnett County Parks and Recreation / Bethesda Park Senior Center,225 Bethesda Church Road,,Lawrenceville,GA,30044,,,,,
984,33.65985615,-84.40792927,Hapeville Recreational Department,3444 North Fulton Avenue,,Hapeville,GA,30354,,,,,
985,33.64202762,-84.04168983,Johnson Park Recreation Center - Rockdale County Parks and Recreation,"1781 Ebeneezer Road, SW",,Conyers,GA,30094,,,,,
986,33.88809391,-84.34516576,Lynwood Park,3360 Osborne Road,,Atlanta,GA,30319,,,,,
987,33.80741733,-84.30706109,Mason Mill Center for Special Populations,1340-B McConnell Drive,,Decatur,GA,30033,,,,,
988,33.60405823,-84.55194408,Planning and Community Service Department,5565 Stonewall Tell Road,,College Park,GA,30349,,,,,
989,34.01934706,-84.34569522,Roswell Recreation and Parks - Adult Recreation Center,830 Grimes Bridge Road,,Roswell,GA,30075,,,,,
990,33.88557971,-84.5159239,Smyrna Parks and Recreation,200 Village Green Circle,,Smyrna,GA,30080,,,,,
991,33.85749668,-84.01551895,Snellville Senior Center - Recreation and Parks,2350 Oak Road,,Snellville,GA,30078,,,,,
992,33.47702203,-84.59563578,Tyrone Recreation Department,145 Commerce Drive,,Tyrone,GA,30290,,,,,
993,34.10134322,-84.51095263,William G. Long Senior Citizens Center - Woodstock,223 Arnold Mill Road,,Woodstock,GA,30188,,,,,
994,33.84986598,-84.2080296,"50 and Better Center - Eldercare Systems, Inc.",2245 Dillard Street,,Tucker,GA,30084,,,,,
995,33.75453347,-84.3780056,Auburn Senior Center,"300 Edgewood Avenue, N.E.",,Atlanta,GA,30312,,,,,
996,33.83434757,-84.65586117,Austell Senior Center,4915 Austell Powder Springs Road,,Austell,GA,30106,,,,,
997,34.07973515,-84.57424854,Bells Ferry Satellite Neighborhood Senior Center,5323 Bells Ferry Road,,Acworth,GA,30102,,,,,
998,34.34067678,-84.38132727,Ball Ground Satellite Senior Center,"Ball Ground United Methodist Church
3045 Canton Highway",,Ball Ground,GA,30107,,,,,
999,33.91468706,-84.08483726,Bethesda Park Senior Center,225 Bethesda Church Road,,Lawrenceville,GA,30044,,,,,
1000,33.71539687,-84.38529976,Bethlehem Senior Center,"87 Thayer Street, SE",,Atlanta,GA,30315,,,,,
1001,33.71430024,-84.09926769,Bruce Street/ East DeKalb Senior Center,2484 Bruce Street,,Lithonia,GA,30058,,,,,
1002,34.13071528,-83.98746175,Buford Senior Center,2755 Sawnee Avenue,,Buford,GA,30518,,,,,
1003,33.85668699,-84.56714828,C Freeman Poole Center,4025 South Hurt Road,,Smyrna,GA,30082,,,,,
1004,33.63753167,-84.47220097,Camp Truitt Senior Center,4320 Herschel Road,,College Park,GA,30337,,,,,
1005,34.1974168,-84.50132767,Cherokee Senior Center,1001 Univeter Road,,Canton,GA,30114,,,,,
1006,33.80592291,-84.23845835,"Clarkston Community Center, Inc.",3701 College Avenue,,Clarkston,GA,30021,,,,,
1007,33.57181063,-84.41278425,Clayton Senior Adult Program,6701 Highway 85,,Riverdale,GA,30274,,,,,
1008,33.92524779,-84.5737275,Cobb Senior Services,"1150 Powder Springs Street, Ste. 100",,Marietta,GA,30064,,,,,
1009,34.08865971,-84.33959086,Crabapple Senior Center,12624 Broadwell Road,,Alpharetta,GA,30004,,,,,
1010,33.75252363,-84.3264209,DeKalb Atlanta Senior Center,"25 Warren Street, SE",,Atlanta,GA,30317,,,,,
1011,33.77594436,-84.44853188,Dogwood Senior Center,1953 Donald Lee Hollowell Parkway NW,,Atlanta,GA,30318,,,,,
1012,33.93045061,-84.37749471,Dorothy C. Benson Senior Multipurpose Complex,"6500 Vernon Woods Drive, Bldg. B",,Sandy Springs,GA,30328,,,,,
1013,33.7506849,-84.73663514,Douglas Senior Center,6287 Fairburn Road,,Douglasville,GA,30134,,,,,
1014,34.03149504,-84.46664117,East Cobb Senior Center,3332 Sandy Plains Road,,Marietta,GA,30066,,,,,
1015,33.44188303,-84.4479886,Fayette Senior Services,4 Center Drive,,Fayetteville,GA,30214,,,,,
1016,33.58548963,-84.42118187,Frank Bailey Senior Center - Riverdale Senior Center,6213 Riverdale Road,,Riverdale,GA,30274,,,,,
1017,33.75747617,-84.38759203,Fulton County Office Of Aging,137 Peachtree Street,,Atlanta,GA,30303,,,,,
1018,33.80040742,-84.41106639,Fulton County Senior Collaborative,"1705 Commerce Drive, NW",,Atlanta,GA,30318,,,,,
1019,33.98572515,-83.97801755,Gwinnett County Senior Services,567 Swanson Drive,,Lawrenceville,GA,30043,,,,,
1020,33.67654263,-84.4448337,H. J. C. Bowden Senior Multipurpose Facility,2885 Church Street,,East Point,GA,30344,,,,,
1021,33.65863983,-84.40541767,Hapeville Neighborhood Senior Center,527 King Arnold Street,,Hapeville,GA,30354,,,,,
1022,33.77408655,-84.4999871,Harriett G. Darnell Senior Multipurpose Facility,677 Fairburn Road N.W.,,Atlanta,GA,30331,,,,,
1023,33.75918848,-84.37057818,Helene S. Mills Multipurpose Senior Facility,515 John Wesley Dobbs Avenue NE,,Atlanta,GA,30312,,,,,
1024,33.443088,-84.12512795,Heritage Senior Center,1050 Florence McGarity Boulevard,,McDonough,GA,30252,,,,,
1025,33.60874664,-84.21581744,Hidden Valley Senior Center,600 Spraggins Memorial Parkway,,Stockbridge,GA,30281,,,,,
1026,33.44437598,-84.12393479,Henry County Senior Citizens Services,"Heritage Senior Center
1050 Florence McGarity Boulevard",,McDonough,GA,30252,,,,,
1027,33.52727377,-84.31385391,J.C. Griswell Senior Center,2300 Highway 138 East,,Jonesboro,GA,30236,,,,,
1028,33.95776597,-83.98308496,Lawrenceville Senior Center,225 Benson Street,,Lawrenceville,GA,30045,,,,,
1029,33.71419942,-84.1654573,Lou Walker Multipurpose Facility for Active Older Adults,2538 Panola Road,,Lithonia,GA,30058,,,,,
1030,33.36063336,-84.11200076,Locust Grove Senior Center,280 Mose Brown Drive,,Locust Grove,GA,30248,,,,,
1031,34.14333896,-84.26228492,Milton Neighborhood Senior Center,3315 Francis Road,,Milton,GA,30004,,,,,
1032,33.94628602,-84.30480406,Marcus Jewish Community Center - Zaban Park,"Zaban Park
5342 Tilly Mill Road",,Dunwoody,GA,30338,,,,,
1033,33.9248914,-84.57385691,Marietta Senior Center,1150 Powder Springs Street,,Marietta,GA,30060,,,,,
1034,33.56158238,-84.58747845,New Beginnings Neighborhood Senior Center,66 Brooks Drive,,Fairburn,GA,30213,,,,,
1035,33.76268349,-84.41184498,New Horizons Neighborhood Senior Center,"745 Orr Street, NW",,Atlanta,GA,30314,,,,,
1036,33.91951297,-84.16501015,Norcross Senior Center,5030 Georgia Bell Court,,Norcross,GA,30093,,,,,
1037,34.05461499,-84.66354398,North Cobb Senior Multipurpose Center,4100 Highway 293,,Acworth,GA,30101,,,,,
1038,33.88856832,-84.30614042,North Dekalb Senior Center,5238 Peachtree Road,,Atlanta,GA,30341,,,,,
1039,33.80040742,-84.41106639,Northside Neighborhood Center,"1705 Commerce Drive, NW",,Atlanta,GA,30318,,,,,
1040,33.66761329,-84.02663118,Olivia Haydel Senior Center - Rockdale County Senior Services,1240 Dogwood Drive S.W.,,Conyers,GA,30012,,,,,
1041,33.52488647,-84.66784156,Palmetto Senior Center,510 Turner Avenue,,Palmetto,GA,30268,,,,,
1042,34.03101988,-84.33202669,Roswell Senior Center,1250 Warsaw Road,,Roswell,GA,30076,,,,,
1043,33.78671349,-84.25636532,Scottdale Senior Center,3262 Chapel Road,,Scottdale,GA,30079,,,,,
1044,33.88856832,-84.30614042,Senior Connections - Senior Activity Center,5238 Peachtree Road,,Atlanta,GA,30341,,,,,
1045,34.05402845,-84.2729176,"Senior Services North Fulton, Inc.",3060 Royal Blvd. South,,Alpharetta,GA,30022,,,,,
1046,33.85749668,-84.01551895,Snellville Senior Center,2350 Oak Road,,Snellville,GA,30078,,,,,
1047,33.6553313,-84.45112752,"South Fulton Senior Services, Inc.",3680-82 College Street,,College Park,GA,30337,,,,,
1048,33.7093696,-84.36139657,Southeast Neighborhood Senior Center,"1650 New Town Circle, S.E.",,Atlanta,GA,30315,,,,,
1049,33.74105935,-84.37654344,St. Paul Golden Age Center,"501 Grant Street, S.E.",,Atlanta,GA,30313,,,,,
1050,34.31556286,-84.55424971,Waleska Satellite Senior Center,9081 Fincher Road,,Waleska,GA,30183,,,,,
1051,33.94199644,-84.69843157,West Cobb Senior Center,4915 Dallas Highway,,Powder Springs,GA,30127,,,,,
1052,34.10134322,-84.51095263,William G. Long Senior Citizens Center - Woodstock,223 Arnold Mill Road,,Woodstock,GA,30188,,,,,
1053,33.74492292,-84.73009726,Woodie Fite Senior Center,8750 Dorris Road,,Douglasville,GA,30134,,,,,
1054,34.10862968,-84.2789422,Alpharetta Parks & Rec  Department,13450 Cogburn Road,,Alpharetta,GA,30004,,,,,
1055,33.9118602,-84.3528486,Cancer Support Community - Atlanta,5775 Peachtree Dunwoody Road,,Atlanta,GA,30342,,,,,
1056,33.92524779,-84.5737275,Cobb County Senior Wellness Center,1150 Powder Springs Street,,Marietta,GA,30064,,,,,
1057,33.85502004,-84.61392706,Dalton Community Wellness Center - Presbyter,2000 East West Connector,,Austell,GA,30106,,,,,
1058,33.79194938,-84.28454769,DeKalb Medical Center - Wellness Center,2665 North Decatur Road,,Decatur,GA,30033,,,,,
1059,33.82924601,-84.38726949,Family Life Center,"2715 Peachtree Road, N.E.",,Atlanta,GA,30305,,,,,
1060,34.2414172,-84.49403159,G Cecil Pruett Community Center Family YMCA,151 Waleska Street,,Canton,GA,30114,,,,,
1061,33.7539631,-84.39033762,Georgia Division of Public Health,"Two Peachtree Street, NW",,Atlanta,GA,30303,,,,,
1062,33.67654263,-84.4448337,H. J. C. Bowden Senior Multipurpose  Facility,2885 Church Street,,East Point,GA,30344,,,,,
1063,33.76274218,-84.37402359,Highland Athletic Club,303 Parkway Drive,,Atlanta,GA,30312,,,,,
1064,33.52736293,-84.31371131,J.C. Griswell Senior Center,2300 Highway 138 East,,Jonesboro,GA,30236,,,,,
1065,33.91922561,-84.00408951,JM Tull Gwinnett YMCA,2985 Sugarloaf Parkway,,Lawrenceville,GA,30045,,,,,
1066,33.71419942,-84.1654573,Lou Walker Multipurpose Facility for Active Older Adults,2538 Panola Road,,Lithonia,GA,30058,,,,,
1067,33.94608096,-84.30478505,Marcus Jewish Community Center - Zaban Park,"Zaban Park
5342 Tilly Mill Road",,Dunwoody,GA,30338,,,,,
1068,33.80040742,-84.41106639,Northside Neighborhood Center,"1705 Commerce Drive, NW",,Atlanta,GA,30318,,,,,
1069,33.45046155,-84.50560284,Piedmont Fayette Hospital - Fitness Center,1250 Highway 54 West  Suite 200,,Fayetteville,GA,30214,,,,,
1070,33.9643649,-84.01454025,Prime Time Health Program - Gwinnett Medical Center,"100 Medical Center Boulevard
Ste 210",,Lawrenceville,GA,30045,,,,,
1071,34.01934706,-84.34569522,Roswell Recreation and Parks - Adult Recreation Center,830 Grimes Bridge Road,,Roswell,GA,30075,,,,,
1072,33.8098046,-84.39319131,Shepherd Center,"2020 Peachtree Road, N.W.",,Atlanta,GA,30309,,,,,
1073,33.8098046,-84.39319131,Shepherd Center - ProMotion Fitness Center,"2020 Peachtree Road, N.W.",,Atlanta,GA,30309,,,,,
